"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"exp_10"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"pbin_10"	"SumAbsDev"	"LargestDev"
"三十年"	0	0	0	0	1	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	1.558	-0.04	-0.138	-0.023	-0.005	-0.082	2.02	"5"
"三讲"	0	0	0	0	0	0	0	0	0	1	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	0.766	1.158	"10"
"三通"	0	0	0	1	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	0.974	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.399	"4"
"上"	0	3	5	0	0	2	7	1	0	9	1.257	2.15	3.908	2.869	0.747	2.396	7.369	1.376	0.301	4.628	-0.559	0.437	0.454	-1.317	-0.329	-0.247	-0.271	-0.224	-0.131	1.507	5.476	"10"
"上下"	0	0	0	0	0	0	1	0	0	1	0.093	0.159	0.289	0.213	0.055	0.177	0.546	0.102	0.022	0.343	-0.041	-0.072	-0.136	-0.098	-0.024	-0.081	0.327	-0.045	-0.01	0.504	1.338	"10"
"上来"	0	0	0	0	0	0	0	0	0	5	0.233	0.398	0.724	0.531	0.138	0.444	1.365	0.255	0.056	0.857	-0.104	-0.18	-0.34	-0.244	-0.061	-0.202	-0.692	-0.114	-0.024	3.83	5.791	"10"
"上述"	1	0	1	0	0	0	0	0	0	0	0.093	0.159	0.289	0.213	0.055	0.177	0.546	0.102	0.022	0.343	1.041	-0.072	0.571	-0.098	-0.024	-0.081	-0.277	-0.045	-0.01	-0.163	2.382	"1"
"下"	0	0	3	0	0	0	0	1	0	0	0.186	0.318	0.579	0.425	0.111	0.355	1.092	0.204	0.045	0.686	-0.083	-0.144	1.966	-0.195	-0.049	-0.161	-0.554	0.724	-0.019	-0.327	4.222	"3"
"下岗"	0	0	0	0	0	0	0	0	1	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	1.953	-0.082	2.422	"9"
"下岗职工"	0	0	0	0	0	0	0	0	1	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	1.953	-0.082	2.422	"9"
"不一"	0	0	0	1	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	0.974	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.399	"4"
"不仅"	1	0	0	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	1.332	-0.036	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.785	"1"
"不动产"	0	0	1	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	0.839	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.245	"3"
"不合时宜"	0	0	0	0	0	0	0	0	0	1	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	0.766	1.158	"10"
"不同"	0	5	1	1	0	1	0	0	0	1	0.419	0.717	1.303	0.956	0.249	0.799	2.456	0.459	0.1	1.543	-0.186	3.513	-0.209	0.196	-0.11	0.247	-1.246	-0.204	-0.044	-0.278	6.233	"2"
"不实"	0	1	0	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	1.099	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.537	"2"
"不挑不拣"	0	0	0	0	0	0	0	0	1	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	1.953	-0.082	2.422	"9"
"不断"	0	0	1	0	0	0	1	1	0	3	0.279	0.478	0.868	0.638	0.166	0.532	1.638	0.306	0.067	1.028	-0.124	-0.216	0.216	-0.293	-0.073	-0.242	-0.318	0.57	-0.029	1.174	3.255	"10"
"不正"	0	1	0	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	1.099	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.537	"2"
"不用"	1	0	0	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	1.332	-0.036	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.785	"1"
"不管"	0	1	0	0	0	1	0	0	0	0	0.093	0.159	0.289	0.213	0.055	0.177	0.546	0.102	0.022	0.343	-0.041	0.816	-0.136	-0.098	-0.024	0.771	-0.277	-0.045	-0.01	-0.163	2.381	"2"
"不论"	0	1	0	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	1.099	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.537	"2"
"不谋而合"	0	0	1	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	0.839	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.245	"3"
"不错"	0	3	0	0	0	0	0	0	0	0	0.14	0.239	0.434	0.319	0.083	0.266	0.819	0.153	0.033	0.514	-0.062	3.297	-0.204	-0.146	-0.037	-0.121	-0.415	-0.068	-0.015	-0.245	4.61	"2"
"与"	0	0	7	3	0	1	0	1	0	0	0.559	0.955	1.737	1.275	0.332	1.065	3.275	0.611	0.134	2.057	-0.248	-0.432	3.27	0.895	-0.146	-0.148	-1.661	0.332	-0.058	-0.98	8.17	"3"
"与会者"	0	0	0	1	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	0.974	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.399	"4"
"与时俱进"	0	0	0	0	0	0	0	0	0	1	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	0.766	1.158	"10"
"丑"	0	0	0	0	1	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	1.558	-0.04	-0.138	-0.023	-0.005	-0.082	2.02	"5"
"专制"	0	0	1	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	0.839	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.245	"3"
"专店"	0	1	0	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	1.099	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.537	"2"
"专辑"	0	1	0	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	1.099	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.537	"2"
"专题"	0	0	0	0	0	0	1	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	-0.012	-0.04	0.564	-0.023	-0.005	-0.082	0.9	"7"
"世代"	0	0	1	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	0.839	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.245	"3"
"世界观"	0	0	1	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	0.839	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.245	"3"
"东北亚"	0	0	0	3	0	0	0	0	0	0	0.14	0.239	0.434	0.319	0.083	0.266	0.819	0.153	0.033	0.514	-0.062	-0.108	-0.204	2.921	-0.037	-0.121	-0.415	-0.068	-0.015	-0.245	4.196	"4"
"东方"	0	0	1	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	0.839	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.245	"3"
"两岸"	0	0	0	1	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	0.974	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.399	"4"
"个"	4	9	2	2	0	0	72	0	0	1	4.19	7.166	13.026	9.565	2.49	7.986	24.565	4.585	1.002	15.425	-0.229	0.541	-3.994	-2.557	-1.097	-3.632	24.474	-2.044	-0.438	-6.056	45.062	"7"
"个人"	0	0	1	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	0.839	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.245	"3"
"个别"	0	0	0	0	0	1	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	-0.012	1.052	-0.138	-0.023	-0.005	-0.082	1.486	"6"
"中"	0	0	0	1	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	0.974	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.399	"4"
"中医"	0	0	0	0	0	0	1	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	-0.012	-0.04	0.564	-0.023	-0.005	-0.082	0.9	"7"
"中国人"	0	0	0	0	0	2	0	0	0	0	0.093	0.159	0.289	0.213	0.055	0.177	0.546	0.102	0.022	0.343	-0.041	-0.072	-0.136	-0.098	-0.024	2.104	-0.277	-0.045	-0.01	-0.163	2.97	"6"
"中国化"	0	0	0	0	0	0	1	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	-0.012	-0.04	0.564	-0.023	-0.005	-0.082	0.9	"7"
"中多"	0	0	0	0	1	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	1.558	-0.04	-0.138	-0.023	-0.005	-0.082	2.02	"5"
"中央"	0	0	0	0	0	0	1	3	0	3	0.326	0.557	1.013	0.744	0.194	0.621	1.911	0.357	0.078	1.2	-0.145	-0.252	-0.475	-0.342	-0.085	-0.282	-0.409	2.402	-0.034	0.989	5.415	"8"
"中小学"	0	0	0	0	0	0	0	0	0	1	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	0.766	1.158	"10"
"中广"	0	0	1	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	0.839	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.245	"3"
"丰沛"	0	0	1	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	0.839	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.245	"3"
"为主"	0	0	1	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	0.839	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.245	"3"
"主义"	0	0	2	0	0	0	4	0	0	0	0.279	0.478	0.868	0.638	0.166	0.532	1.638	0.306	0.067	1.028	-0.124	-0.216	0.675	-0.293	-0.073	-0.242	1.292	-0.136	-0.029	-0.49	3.57	"7"
"主导"	0	1	0	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	1.099	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.537	"2"
"主权"	0	0	0	1	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	0.974	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.399	"4"
"主流"	2	0	0	1	0	0	0	0	0	0	0.14	0.239	0.434	0.319	0.083	0.266	0.819	0.153	0.033	0.514	2.201	-0.108	-0.204	0.543	-0.037	-0.121	-0.415	-0.068	-0.015	-0.245	3.957	"1"
"主题"	0	0	0	1	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	0.974	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.399	"4"
"乐园"	0	0	0	1	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	0.974	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.399	"4"
"习"	0	0	0	0	1	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	1.558	-0.04	-0.138	-0.023	-0.005	-0.082	2.02	"5"
"习惯"	0	0	1	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	0.839	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.245	"3"
"乡亲"	0	0	0	0	1	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	1.558	-0.04	-0.138	-0.023	-0.005	-0.082	2.02	"5"
"乡会馆"	0	0	0	0	1	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	1.558	-0.04	-0.138	-0.023	-0.005	-0.082	2.02	"5"
"了解"	0	0	0	4	0	0	0	0	0	0	0.186	0.318	0.579	0.425	0.111	0.355	1.092	0.204	0.045	0.686	-0.083	-0.144	-0.272	3.894	-0.049	-0.161	-0.554	-0.091	-0.019	-0.327	5.594	"4"
"予以"	1	0	0	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	1.332	-0.036	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.785	"1"
"争霸"	0	0	2	0	0	0	0	0	0	0	0.093	0.159	0.289	0.213	0.055	0.177	0.546	0.102	0.022	0.343	-0.041	-0.072	1.679	-0.098	-0.024	-0.081	-0.277	-0.045	-0.01	-0.163	2.49	"3"
"二十五日"	0	0	1	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	0.839	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.245	"3"
"互助"	0	0	1	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	0.839	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.245	"3"
"互相"	0	1	0	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	1.099	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.537	"2"
"五中"	0	0	0	0	0	0	0	1	0	3	0.186	0.318	0.579	0.425	0.111	0.355	1.092	0.204	0.045	0.686	-0.083	-0.144	-0.272	-0.195	-0.049	-0.161	-0.554	0.724	-0.019	1.756	3.957	"10"
"亚太营"	0	0	0	1	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	0.974	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.399	"4"
"些"	1	1	0	0	0	0	0	0	0	0	0.093	0.159	0.289	0.213	0.055	0.177	0.546	0.102	0.022	0.343	1.041	0.816	-0.136	-0.098	-0.024	-0.081	-0.277	-0.045	-0.01	-0.163	2.691	"1"
"交响曲"	0	0	0	0	1	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	1.558	-0.04	-0.138	-0.023	-0.005	-0.082	2.02	"5"
"交换"	0	0	0	1	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	0.974	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.399	"4"
"产生"	0	1	1	0	0	1	1	0	0	0	0.186	0.318	0.579	0.425	0.111	0.355	1.092	0.204	0.045	0.686	-0.083	0.549	0.333	-0.195	-0.049	0.508	-0.156	-0.091	-0.019	-0.327	2.31	"2"
"亲朋"	0	0	0	0	0	0	0	0	0	1	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	0.766	1.158	"10"
"人们"	0	0	0	0	0	2	0	0	0	0	0.093	0.159	0.289	0.213	0.055	0.177	0.546	0.102	0.022	0.343	-0.041	-0.072	-0.136	-0.098	-0.024	2.104	-0.277	-0.045	-0.01	-0.163	2.97	"6"
"人寿"	0	0	0	0	0	1	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	-0.068	-0.049	-0.012	1.052	-0.138	-0.023	-0.005	-0.082	1.486	"6"
"人性化"	0	0	1	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	0.839	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.245	"3"
"人才"	0	0	1	0	0	0	0	0	0	0	0.047	0.08	0.145	0.106	0.028	0.089	0.273	0.051	0.011	0.171	-0.021	-0.036	0.839	-0.049	-0.012	-0.04	-0.138	-0.023	-0.005	-0.082	1.245	"3"
