"Coll_Word"	"1"	"2"	"exp_1"	"exp_2"	"pbin_1"	"pbin_2"	"SumAbsDev"	"LargestDev"
"视听"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"视讯"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"触觉"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"计算机"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"订单"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"认证"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"训练"	4	0	1.401	2.599	1.823	-1.823	3.646	"1_&_2"
"训练有素"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"记录"	2	1	1.051	1.949	0.55	-0.55	1.1	"1_&_2"
"记录仪"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"许可制"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"设"	2	3	1.751	3.249	0.243	-0.243	0.486	"1_&_2"
"设备"	4	41	15.758	29.242	-4.245	4.245	8.49	"1_&_2"
"设施"	1	9	3.502	6.498	-1.067	1.067	2.134	"1_&_2"
"设有"	5	0	1.751	3.249	2.279	-2.279	4.558	"1_&_2"
"设计"	1	12	4.552	8.448	-1.53	1.53	3.06	"1_&_2"
"证书"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"评等"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"诊所"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"诊断"	1	3	1.401	2.599	-0.25	0.25	0.5	"1_&_2"
"诊疗室"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"试"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"试爆"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"该"	2	1	1.051	1.949	0.55	-0.55	1.1	"1_&_2"
"调"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"调派"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"调试"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"调配"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"豪华"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"贝尔"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"负荷"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"负责"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"货"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"货品"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"货运"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"质量"	0	4	1.401	2.599	-0.749	0.749	1.498	"1_&_2"
"购买"	5	2	2.451	4.549	1.254	-1.254	2.508	"1_&_2"
"购置"	1	6	2.451	4.549	-0.632	0.632	1.264	"1_&_2"
"贮存"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"贮存场"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"贵"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"费不"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"费用"	2	5	2.451	4.549	-0.274	0.274	0.548	"1_&_2"
"赀"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"资本"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"资源"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"资讯"	0	5	1.751	3.249	-0.936	0.936	1.872	"1_&_2"
"资金"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"赌窟"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"赠送"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"走私"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"起居"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"起死回生"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"超大"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"超标"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"足够"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"跟踪"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"路径"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"路灯"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"身临其境"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"躺"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"车床族"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"车站"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"车辆"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"转卖"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"转播"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"转运"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"轮椅"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"软件"	0	5	1.751	3.249	-0.936	0.936	1.872	"1_&_2"
"软体"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"软硬体"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"轻易"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"轻装"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"辅助"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"辆"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"输入"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"输电"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"运"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"运作"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"运动"	4	0	1.401	2.599	1.823	-1.823	3.646	"1_&_2"
"运动员"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"运动场"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"运往"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"运来"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"运用"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"运行"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"运转"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"运输"	1	3	1.401	2.599	-0.25	0.25	0.5	"1_&_2"
"运输网路"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"运输车"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"运送"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"还"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"还不是"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"这些"	2	1	1.051	1.949	0.55	-0.55	1.1	"1_&_2"
"这样"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"进出口"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"进口"	0	7	2.451	4.549	-1.31	1.31	2.62	"1_&_2"
"进网"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"进驻"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"连接"	1	2	1.051	1.949	-0.144	0.144	0.288	"1_&_2"
"适于"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"适时"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"逆势"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"选手村"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"选用"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"透过"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"通"	0	4	1.401	2.599	-0.749	0.749	1.498	"1_&_2"
"通信"	0	9	3.152	5.848	-1.685	1.685	3.37	"1_&_2"
"通气"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"通用"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"通讯"	0	9	3.152	5.848	-1.685	1.685	3.37	"1_&_2"
"週边"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"遥控"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"邻近"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"部件"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"配件"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"配备"	0	10	3.502	6.498	-1.872	1.872	3.744	"1_&_2"
"配套"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"配置"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"采"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"采用"	0	4	1.401	2.599	-0.749	0.749	1.498	"1_&_2"
"采购"	0	8	2.801	5.199	-1.498	1.498	2.996	"1_&_2"
"重复"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"重新"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"重置"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"重要性"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"金税"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"金额"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"鉴定"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"钓鱼"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"钢"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"铅封"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"销售"	0	4	1.401	2.599	-0.749	0.749	1.498	"1_&_2"
"销售量"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"锅炉"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"锭"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"闲置"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"间谍"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"防"	4	1	1.751	3.249	1.267	-1.267	2.534	"1_&_2"
"防伪"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"防化"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"防弹"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"防护"	2	6	2.801	5.199	-0.369	0.369	0.738	"1_&_2"
"防盗"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"阿利安"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"附"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"附件"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"附加"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"陆交局"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"陆续"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"陈旧"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"陈清广"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"陈金"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"限"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"限于"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"除了"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"除草"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"随地"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"随时"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"隐"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"隐藏"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"隔音"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"障"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"雄厚"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"集尘"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"集成"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"集群"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"雕塑"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"零件"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"零件业"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"需"	5	5	3.502	6.498	0.604	-0.604	1.208	"1_&_2"
"需求"	0	4	1.401	2.599	-0.749	0.749	1.498	"1_&_2"
"需要"	2	3	1.751	3.249	0.243	-0.243	0.486	"1_&_2"
"青山"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"青藏高原"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"鞋厂"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"音"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"音响"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"顶盒"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"颁发"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"频"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"频宽"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"频率"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"额外"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"飞机"	1	4	1.751	3.249	-0.368	0.368	0.736	"1_&_2"
"飞灰"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"飞船"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"食感"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"食水"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"饮"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"首创"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"马广"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"马桶"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"驱动"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"高价"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"高新"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"高科"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"高科技"	3	2	1.751	3.249	0.628	-0.628	1.256	"1_&_2"
"高难度"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"黑色金属"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"鼠盾"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"齐"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"齐全"	0	4	1.401	2.599	-0.749	0.749	1.498	"1_&_2"
