"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"SumAbsDev"	"LargestDev"
"江泽"	0	0	0	1	0	0	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	0.831	-0.017	-0.22	1.263	"4"
"沙斯"	0	2	0	0	0	2	0.535	0.641	0.496	0.59	0.15	1.588	-0.25	0.909	-0.23	-0.277	-0.066	0.284	2.016	"2"
"沮丧"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
"河北"	0	1	0	0	0	1	0.268	0.321	0.248	0.295	0.075	0.794	-0.125	0.53	-0.115	-0.139	-0.033	0.196	1.138	"2"
"法治"	0	1	0	0	0	0	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	0.795	-0.057	-0.069	-0.017	-0.22	1.22	"2"
"法老王"	0	0	1	0	0	0	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	0.907	-0.069	-0.017	-0.22	1.351	"3"
"法雅"	0	0	0	1	0	0	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	0.831	-0.017	-0.22	1.263	"4"
"泡沫"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
"泡沫经济"	0	1	0	0	0	0	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	0.795	-0.057	-0.069	-0.017	-0.22	1.22	"2"
"泥河湾"	0	0	1	0	0	0	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	0.907	-0.069	-0.017	-0.22	1.351	"3"
"泥版"	0	0	0	1	0	0	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	0.831	-0.017	-0.22	1.263	"4"
"洛克斐勒"	0	0	0	0	1	0	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	1.427	-0.22	1.911	"5"
"洞穴"	0	0	1	0	0	0	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	0.907	-0.069	-0.017	-0.22	1.351	"3"
"津贴"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
"活跃"	0	1	0	0	0	0	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	0.795	-0.057	-0.069	-0.017	-0.22	1.22	"2"
"流传"	0	0	1	0	0	0	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	0.907	-0.069	-0.017	-0.22	1.351	"3"
"济"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
"浓郁"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
"浪潮"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
"消亡"	1	0	0	0	0	0	0.134	0.16	0.124	0.148	0.037	0.397	0.874	-0.076	-0.057	-0.069	-0.017	-0.22	1.313	"1"
"涌"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
"涵盖"	1	0	0	1	0	0	0.268	0.321	0.248	0.295	0.075	0.794	0.603	-0.152	-0.115	0.563	-0.033	-0.439	1.905	"1"
"淡泊"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
"淡淡"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
"深造"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
