top20dca_collo	cluster	concept	variant_I	lect_I	manual_culling	notes	meaning
吃 食物 营养 及 喜欢 给 高 把 多 天然 或 维他命 水 饮食 食用 不要 免费 小贩 患者 蔬菜	5	food_nutrient_00021265-n	0.6018938776	0.4535183673	in		
合作 中非 亚太 会议 经合 区域 亚细安 地区 部长级 外长 拉美 曼谷 议会 首脑 经济 成员 非洲 CHP 呼吁 峰会	1	forum_08309754-n	0.8850478967	0.4019158684	in		
举行 纪念 北京 28日 京 今日 50周年 会谈 侨界 医药 嘉义市 桂林 汪辜 特奥 国际 10周年 讨论 政协 经验 会	2	forum_08309754-n	0.3520822066	0.465657112	in		
召开 出席 全国 参加 座谈会 财经 专家 中央 发表 上述 工作 学者 SARS 中共 发言 探讨 委员 专题 与会 五院	3	forum_08309754-n	0.2721797052	0.3882511338	in		
」 两岸 科技 「 评议 暨 十四时 与 投资 妇女 创业 台北市 国际会议厅 结合 政策 台商 业者 饭店 21世纪 中小	4	forum_08309754-n	0.2832653061	0.5022222222	in		
“ 西部 ” 上 太平洋 西 重要 为期 思想 理论 高峰 天 青年 闭幕 主题 本次 第13 网 澳门 城市	5	forum_08309754-n	0.4327188271	0.4396864567	in		
学术 孙中山 台北 二千 消防 纪念馆 雷射 研讨会 中华民国 福建省 国际 与 澳门 事务 今 届 场 教育 由 NA	6	forum_08309754-n	1	0.4826388889	?in	fixed_expression	学术研讨会
举办 展览 场 DVD 新政府 文化 意见 针对 大学 NA NA NA NA NA NA NA NA NA NA NA	7	forum_08309754-n	0.5051020408	0.5612244898	in		
巴 以 暴力 以色列 流血 中东 巴勒斯坦 结束 阿拉法特 停止 调查 呼吁 武装 巴拉克 耶路撒冷 丧生 造成 达成 局势 路线图	1	friction_13981137-n	0.9862075617	0.5000964506	in		
发生 肢体 示威 缅甸 犯罪 警方 警察 激烈 何文海 嫁妆 弟弟 砍死 稍早 军 反政府武装 中 NA NA NA NA	2	friction_13981137-n	0.5152019992	0.3502707205	in		
解决 和平 方式 政治 债务人 朝鲜 办法 妥善 阿 问题 非洲 台海 国际 贸易 NA NA NA NA NA NA	3	friction_13981137-n	0.3488888889	0.4688888889	in		
绯闻 新新闻 吕秀莲 报导 副总统 总统府 邻里 这 CHP 代理员 友邦 咖啡店 声明 妻子 小玩意 律师团 电话费 禁药 罗马尼亚 议场	4	friction_13981137-n	0.2952	0.4496	in		
案件 化解 纠纷 法律 法院 审理 民事 著作权 关于 劳资 若干 适用 调解 仲裁 基层 萌芽 解 件 ﹐ ﹑	5	friction_13981137-n	0.5692041522	0.375432526	in		
引起 引发 事 枪击案 891231 三十日 下毒 不会 之于 之类 争风吃醋 事实 从而 余歌沧 侦讯 停车位 同性恋人 填 大上 安省	6	friction_13981137-n	0.2456747405	0.4186851211	in		
与 利益 民族 和 宗教 社会 处理 领土 平息 导致 又 之间 双方 因 不下 两国 凯利 医疗 尖锐 归属	7	friction_13981137-n	0.2310821281	0.3436854339	in		
希望 产官学 唿吸 局处 强生 德甲 期盼 满怀 直播 自己 贵 预设 模式 立足 竞争力 讨论 NA NA NA NA	1	future_15121625-n	0.6622222222	0.5822222222	in		
会 可能 相信 不久 是否 面对 如何 要 不论 以便 我 排除 预料 望 若 希 避免 再 如果 计画	2	future_15121625-n	0.3560587615	0.3831669507	in		
需求 从 规划 3月 今 郭羿含 计划 2001年 3年 PDA 一年 严格 作战 俄 几年 凡 发 合併 园区 定居点	3	future_15121625-n	0.3370600052	0.3517337759	in		
发展 方向 策略 能源 资讯 开发 战略 NA NA NA NA NA NA NA NA NA NA NA NA NA	4	future_15121625-n	0.6449704142	0.3609467456	in		
继续 加强 工作 合作 双方 进一步 提出 奥帆 成果 据悉 共同 强调 NA NA NA NA NA NA NA NA	5	future_15121625-n	0.5136	0.4368	in		
关系 台湾 两岸 展望 更加 信心 一段 前景 努力 目标 加入 谈到 走向 WTO 创造 成长 政局 日子 美好 蓝图	6	future_15121625-n	0.7085872576	0.3744044321	in		
将 长 更多 仍 事业处 光学 更 为 看法 草案 NA NA NA NA NA NA NA NA NA NA	7	future_15121625-n	0.5868055556	0.40625	in		
年 内 几 五 天 半 预测 周 月 十 将 里 预估 预计 米力西奇 超导 NA NA NA NA	8	future_15121625-n	0.6734847063	0.3357102646	in		
小组 成立 副组长 研究 陕西省 办公室 事故 负责 教授 由 值班 务 劳伦斯 博士 塞米 委托 审批 巡回 布兰克 总公司	1	head_chief_10162991-n	1	0.6428571429	out	fixed_expression	领导小组
干部 领导 班子 工作 要 加强 建设 部门 级 选拔 党政 省 切实 学习 机关 制度 特别 有关 统一 不准	2	head_chief_10162991-n	1	0.7027584913	out	fixed_expression	领导干部
下 举行户 加籐 发展人 发扬光大 哈马德埃米尔 徐冠林 教长 新南 李资政 村长 果敢 沈沦 深厚 祈求 祝愿卡塔尔国 素养 衷心 集腋成裘 一定	3	head_chief_10162991-n	1	0.3609467456	out	POS_verb	
基层 反对党 工会 联盟 民主党 高峰会 三党 两岸 唿吁 领袖 议会 听取 商界 在野党 高层 对话 议 总理 亚欧 俄	4	head_chief_10162991-n	0.4584775087	0.3615916955	in		
中国 党 中央 位 同志 阶层 新 政府 者 共产党 当局 江泽民 中共 由 担任 革命 三代 亲切 台湾 多党合作	5	head_chief_10162991-n	0.358195802	0.3462586124	in		
巴勒斯坦 巴 . 以色列 阿拉法特 亚齐 哈马斯 回教 ” 卡伊达 安南 斯坦 耶路撒冷 阿巴斯 阿拉法 伊拉克 埃及 会谈 组织 什叶派	6	head_chief_10162991-n	0.2851239669	0.3668503214	in		
会议 非正式 出席 亚太 萧万长 举行 汶莱 首都 APEC 三 上 八国 共同体 南共体 阿拉伯 期间 经合 结束 问题 发表	7	head_chief_10162991-n	0.4113580247	0.5891358025	in		
会晤 两国 国 国家 会见 举行 欧盟 次 会谈 一些 高 东协 再次 南韩 日 签署 韩 峰 首脑 中日	8	head_chief_10162991-n	0.4663643235	0.4300831444	in		
， 她 丈夫 孩子 妻子 女 死者 少妇 着 指 “ 儿子 因为 家 家庭 当 想 公寓 去 她们	1	husband_10193967-n	0.674939916	0.6354529323	in		
孙中山 诞辰 纪念 国父 严家淦 民国 100周年 134周年 一九二三年 一百三 一百周年 三年 下加 中山陵 冰心 凹去 前总统 十三时 十二年 圆环	2	husband_10193967-n	1	0.5371900826	out	polysemy	孙中山先生
夏 健美 经国 会长 唐 总裁 捐款 董 董建华 蒋经国 行政 邓小平 主席 说 . Mechai 一见钟情 冉亮 出任 加洛韦	3	husband_10193967-n	0.817547277	0.3393393393	out	polysemy	夏先生
陈 说 劫匪 ） 查看 （ 岁 4楼 52 5楼 倒是 咖啡店 售卖 岱 开口 改用 无业 水扁 清高 溺毙	4	husband_10193967-n	1	0.6099773243	out	polysemy	陈先生
王 报警 厢房 品赏 回味 夜总会 定神 左边 干粮 惨 抓痕 抱起 探亲 果菜 爱犬 税捐处 缠上 耳窿 试 走开	5	husband_10193967-n	1	0.66	out	polysemy	王先生
黄 李 林 叶 张 岁 中山 刘 说 太太 ） 郭 吴 早 杨 育有 许 年前 孙 帮	6	husband_10193967-n	0.7702856145	0.4132238623	?out	polysemy	
先生 编辑 刊登 报 贵 读者 ： 吴启基 读 答覆 ？ 留言 答 张 余 婚 文章 来访 秋雨 自拔	7	husband_10193967-n	1	0.7051129608	out	polysemy	
对 提出 对于 持 问题 认为 表达 一致 主张 施政 有 ： 国民党 表示 发表 指出 两岸 乐观 交换 在野党	1	idea_thought_05833840-n	0.4892561983	0.4100826446	in		
突破 创意 放弃 学拳 学生 旧 星云 根深蒂固 框框 理性 NA NA NA NA NA NA NA NA NA NA	2	idea_thought_05833840-n	0.1516049383	0.3955555556	in		
不同 有 专家 朝野 意见 一般 不一定 不如 化解 受访 各界 同情 多头 姚高桥 定罪 就此 异 彼此 意 教育部长	3	idea_thought_05833840-n	0.6859504132	0.5371900826	in		
” 罗丹 不断 减员 科学 上 以毒攻毒 信仰 做好 免疫学 动向 启蒙 天灾 宋 小富 工夫 心理 惊呼 战术 打扫	4	idea_thought_05833840-n	1	0.5555555556	?in		
他 改变 种 个人 我 看 来 观点 自己 一些 只 方式 从 者 他们 就是 持有 供 参考 同意	5	idea_thought_05833840-n	0.1836869588	0.3770903563	in		
代表 重要 个 ” 贯彻 学习 党 兴起 总书记 江泽民 指导 同志 关于 高潮 坚持 ’ 深入 始终 把 认真	6	idea_thought_05833840-n	1	0.9574669187	out	fixed_expression	三个代表思想
政治 工作 和 观念 解放 文化 新 加强 提高 要 思想 教育 道德 传统 作 创新 实事求是 建立 意义 意识	7	idea_thought_05833840-n	0.3296	0.3984888889	in		
道琼 指数 终场 美股 为主 上涨 类股 互见 涨跌 一百五十七.六零 一百六十三点八一 七○.九一 七十五点八四 上扬 二百三十四点三四 八七 劲升 四十二点四七 大跌 小涨	1	industry_00923444-n	1	1	out	fixed_expression	道琼工业指数
% 制造业 增长 企业 生产 装备 产品 利润 业 上年 国有 总产值 实现 全 份 市 占 增幅 拉动 销售	2	industry_00923444-n	0.5520833333	0.494212963	in		
资讯 半导体 外移 大陆 美国 无线 月 策进会 萎缩 观光 链 国内 服务业 全球 投资 相关 台湾 30 体系 台积	3	industry_00923444-n	0.5166567519	0.4527067222	in		
汽车 民族 中国 集团 部件 工业 公司 WTO 东南 乔 关税 内在 加工机 参展 属 山金 帘 扩张 整车 柱	4	industry_00923444-n	0.5987654321	0.6358024691	in		
园区 苏州 科学 新竹 ═ 台南 科学园区 论坛 工业 中新 分散 创办 四日电 大做 工业区 戴谦 挂牌 新华电 新高 竹科	5	industry_00923444-n	0.7551020408	0.3367346939	in		
总会 中国 达标 电力 集团 排放 污染源 全国 有限公司 石油 地段 治理 航空 商业 . 化学 同业 哈尔滨 大臣 污染	6	industry_00923444-n	0.6301133787	0.3884807256	in		
传统 专案 中小企业 工时 升级 贷款 转型 类股 纺织 重要 经营 产业 NA NA NA NA NA NA NA NA	7	industry_00923444-n	1	0.7024793388	out	fixed_expression	传统产业
结构 调整 构 结 经济 优化 减量 州县 生态环境 稿目录 面临 合理 产业 重点 大力 提升 设施 促进 农业 NA	8	industry_00923444-n	0.8472222222	0.625	out	fixed_expression	产业结构
技术 化 新 发展 科技 规划 高 农业 产业 台湾 信息化 优势 推进 术 高科技 政策 提高 形成 软件 促进	9	industry_00923444-n	0.7363579605	0.4507388137	in		
种 含有 成分 高 含 饲料 所 PPA 发现 天然 抗 美白 ﹐ 不得 反应 实验 性 感冒药 或 月饼	1	ingredient_03570709-n	0.4281663516	0.3534971645	rerun		
、 材料 生产 技术 化学 空间 建筑 科学 纳米 产品 研究 加工 设备 金属 及 微 大量 作为 利用 制造	2	ingredient_03570709-n	0.4631076389	0.3869357639	rerun		
等 上涨 经济 加上 上游 不佳 产生 利多 动物体型 原 固然 堪虑 安定 宏观 微观 战乱 承受 敏感 时程 机理	3	ingredient_03570709-n	0.8305785124	0.3512396694	rerun	polysemy	原因
影响 因素 经济 不 确定 市场 环境 导致 稳定 : 有利 主要 战争 受 造成 股市 受到 消失 不利 危险	4	ingredient_03570709-n	0.9328180737	0.3339278637	rerun	polysemy	原因
考虑 891003 不能不 不良贷款 体质 别的 剥离 单 坦率 太少 密件 年龄 性别 拿掉 病发 绝对性 风险 其次 当然 NA	5	ingredient_03570709-n	1	0.4921875	rerun	polysemy	factor
， 宣传 泡沫 份 发放 脱落 健康 ： 击中 左翼 燃料箱 类 表演 很多 用 其 提供 因为 主观 信息	6	ingredient_03570709-n	0.3700951249	0.3437871581	rerun		
重要 关键 战略 可能 不只 不可或缺 个中 决定性 反映 另 唯武器论 安 局限于 平衡 张齐娥 戎凯 损益 新航 繁荣 走低	7	ingredient_03570709-n	1	0.3755555556	rerun	polysemy	原因
主办 天蝎 安排 请 举办 450 到场 双威 唿吁 大头 契而不舍 旁敲侧击 气球 洪敏麟 特地 盛情 邀 邀请 鸟博览会 NA	1	institution_03574555-n	0.78125	0.40625	in		
各 有关 工作 投资 和 管理 事业 医疗 等 加强 公共 劳动 协调 应当 负责 部门 或 负责人 保护 保险	2	institution_03574555-n	0.2901388889	0.5329513889	in		
行政 主管 公安 司法 检察 机关 相关 市府 指控 法院 卫生 要求 投诉 案件 渔业 皆 立案 罪 羁押 被告人	3	institution_03574555-n	0.3281354422	0.4546669637	in		
金融 合併 银行 贷款 其他 信用部 农贷 合併法 商业 存款 证券 财政部 机构 资金 NA NA NA NA NA NA	4	institution_03574555-n	1	0.5236294896	out	fixed_expression	金融机构
个 国际 民族 权力 巴勒斯坦 政府 主席 变动 私人 住宅 卖出 巴 金属 阿拉法特 研究 原子能 据 权威 科研 精简	5	institution_03574555-n	0.3286388936	0.3405296003	in		
争取 陈情 尽力 现任 891012 891207 下水道 乐观其成 做法 全体 兼顾 勇于 北县市 台东县府 国中生 塑雕家 政院 替 活泼 蒙藏会	1	interest_state_13286801-n	1	0.82	out	fixed_expression	争取权益
保障 及 民众 劳工 消费者 确保 员工 台商 应 有的 消费 照顾 影响 业者 民 侵害 学生 人民 受到 儿童	2	interest_state_13286801-n	0.9543296677	0.5865633075	out	polysemy	rights
维护 正当 城关区 工会 妇女 职工 其 两岸 婚姻 者 一向 乡议 人身 体现 县民 台电 吕德 守法 官司 尊严	3	interest_state_13286801-n	1	0.4834710744	out	polysemy	rights
合法 保护 法律 归侨 侨眷 者 受 职工 依法 公民 保护法 农民 群众 诉讼 保障 方 中外 修正案草 出租车 外劳	4	interest_state_13286801-n	1	0.7512	out	polysemy	rights
有限公司 上海 由 创业 集团 股份 水泥 澳门 软件 中国 北京 东方 开发 东南大 中国人 中科 制药 实业 成都 注册	5	interest_state_13286801-n	1	0.572657311	out	fixed_expression	股份有限公司
元 实现 增长 亿 比 同期 国有 去年 年 季度 总额 ; % 工业 全 今年 倍 同 上年 美元	6	interest_state_13286801-n	0.9444897959	0.6804081633	out	fixed_expression	
公司 持有 收购 购买 该 家 占 买回 出售 合资企业 现代 电讯 购入 由 有限 成立 航空 上市公司 交易 日前	7	interest_state_13286801-n	0.7496528467	0.3338623289	in		
高 制 企业 成本 市场 较 期指 赚取 生产 股东 商业 一定 合作制 天津 宝钢 房地产 抵消 获得 高额 投资	8	interest_state_13286801-n	0.4120184296	0.3553573179	in		
高度 关系 中国 给予 唐家璇 澳门 他 俄 对 两国 防治 世 中古 为首 俄中 双方 扶贫 抗 抗炎 港澳台	1	judgment_assessment_00874067-n	1	0.7512	out	fixed_expression	高度评价
比赛 担任 受 主 世界杯 全民 吕慧美 国际级 场地 培训班 竞赛 自觉 赛场 运动会 风波 选手 中国队 大赛 场 但	2	judgment_assessment_00874067-n	1	0.4588969823	out	polysemy	referee
被 犯规 裁判 球员 黄卡 场 却 出示 判 因 红卡 警告 动作 张 球 名 出场 判罚 抗议 罚	3	judgment_assessment_00874067-n	0.9759071981	0.4077929804	out	polysemy	referee
作出 正确 做出 错误 准确 自己 99 即使 情报 无畏号 证明 医生 病人 应该 判断 NA NA NA NA NA	4	judgment_assessment_00874067-n	0.7006920415	0.4065743945	in		
积极 给予 会谈 高 关系 社会主义 老挝 对 中国 说 友好 合作 胡锦涛 决议 圣彼得堡 温家宝 他 建交 重视 友谊	5	judgment_assessment_00874067-n	0.8509861213	0.5222790358	out	fixed_expression	积极评价
环境 评价 初步 制度 资源 专业 体系 合理 矿产 工作 标准 综合 质量 公佈 具有 减少 劳工部 压力 及时 指标	6	judgment_assessment_00874067-n	0.4865916955	0.4381487889	in		
是否 这样 作 来 很 根据 凭 名牌 尊重 比较 自我 自己 位 分析 导致 不会 个人 价值 园林 基本	7	judgment_assessment_00874067-n	0.35389246	0.3486889093	in		
高 最 较 历史 更 举行 以来 危 大庆 工业 歌舞团 炼化 红外 近年来 遥感器 会议 体育 点 NA NA	1	level_degree_05093890-n	0.5280073462	0.5224977043	rerun		
提高 水利 不断 化 人民 水平 进一步 国内 审计 层次 执法 根本 调度 生活 人才 标志 足球 整体 建设 能力	2	level_degree_05093890-n	0.8935185185	0.8950617284	rerun		
提高 生活 人民 发展 政法 推进 随着 管理 城市 综合 队伍 中国网 人民物 农牧业 决策 加快 可靠性 商业用户 喷淋 国际赛	3	level_degree_05093890-n	0.8231292517	0.746031746	rerun		
低 点 增长 达到 去年 处于 平均 保持 恢复到 来 汇率 阻力 高于 的 中等 低于 总体 提高到 海指 闭市	4	level_degree_05093890-n	0.8674048443	0.4225605536	rerun		
国际 先进 提升 专业 具有 技术 世界 队员 一流 领先 我国 发挥 两国 产品 以下 创新 卫生 各 应用 文明	5	level_degree_05093890-n	0.4148718311	0.465715698	rerun		
个 级 打出 公斤 分 参加 比赛 12 5 冠军 冠军赛 发挥出 排名 第一 角逐 四 赛事 10 4 5级	6	level_degree_05093890-n	0.3106575964	0.6371882086	rerun		
华文 考试 分明 慎吾 托福 核定 流行 测试 清洁 翻译 血糖 警讯 轻重 食食品 英语 学生 NA NA NA NA	7	level_degree_05093890-n	0.4224952741	0.3525519849	rerun		
一定 上 伤害 受到 影响 上错 互补 先机 减轻 发病 可 台盐 得到 打消 提请 泡影 煤电 破坏性 产生 人们	8	level_degree_05093890-n	1	0.52	rerun		
不同 地 联赛 上 不一 体制 分成 分解 售假 天津港 施行 服 样 残体 水分 洪涝 猜想 男性 禁止 竞争	9	level_degree_05093890-n	0.5859375	0.4453125	rerun		
大 上 很 可吸入颗粒物 状况 种 严重 北京 某 污染物 空气 首要 降低 Ⅲ 到 受 什么 相当 警戒 其	10	level_degree_05093890-n	0.6170666667	0.3518222222	rerun		
角 五 美国 官员 快讯 美军 华盛顿 证实 拉姆斯菲尔德 高级 鹰派 当天 袭击 NA NA NA NA NA NA NA	1	mansion_03719053-n	1	0.548828125	out	fixed_expression	五角大楼
-- 立法院 记者会 中兴 十时 三十分 贵宾室 会议室 九时 室 一零三 十五时 一零七 长庚 一零 十四时 十一时 二楼 一零四 中央	2	mansion_03719053-n	1	1	out	fixed_expression	中兴大楼
大厦 广场 保安 ＊ 乐 员工 广播 建屋局 日立 物业 稀奇 鲤河 及 出售 座 一带 装 公寓 花园 NA	3	mansion_03719053-n	0.9355555556	0.4422222222	in		
栋 公寓 整 全季区 废弃 台北市 位于 NA NA NA NA NA NA NA NA NA NA NA NA NA	4	mansion_03719053-n	0.451171875	0.4453125	in		
办公 层 楼 住户 大楼 建筑 座 拆除 幢 旧 住宅 内 倒塌 地上 社区 高 88 县府 双峰塔 商专	5	mansion_03719053-n	0.5071875	0.3490625	in		
国会 群众 参观 贝尔格勒 国营 示威 威 会见 进入 外 抗议 一九四五年 一连 佔据 使馆 冲进 前面 勃兰登堡门 协和 南斯拉夫	6	mansion_03719053-n	0.9002770083	0.4293628809	in		国会大楼国会大厦
） （ 海天 百货 新建 电话 中心 免费 图书 推出 珍珠 在 政府 30分 从 搭客 机场 议会 举行 商业	7	mansion_03719053-n	0.4183673469	0.3645485895	in		
不 我 你 都 我们 什么 要 很 做 很多 没有 想 把 东西 比较 许多 以后 任何 其实 去	1	material_stuff_14580897-n	0.7693698347	0.5281508264	rerun		
吃 买 边 爱 休息 逛 鱼店 ？ 可以 要 帐篷 我 不用 中国 伴 便利商店 值班 做生意 减肥 半夜	2	material_stuff_14580897-n	1	0.6358024691	rerun		
和 向 提供 救灾 捐赠 救援 物资 伊拉克 灾区 批 军用 保障 医疗 人员 保证 援助 运抵 运送 非典 供应	3	material_stuff_14580897-n	0.7414965986	0.6573444192	rerun		
: 指数 市 开 ( ) 元 深 2.9 反而 成份 深圳 股 NA NA NA NA NA NA NA	4	material_stuff_14580897-n	1	0.8579881657	rerun		
文化 精神 基础 得到 力量 丰富 享受 人民 创造 方面 财富 远 金钱 学 无论 生活 非 不一定 不少 不得不	5	material_stuff_14580897-n	0.46	0.38	rerun		
建筑 房屋 2.6 柱梁 渡船 词语 走私案 载有 销售额 份 大量 NA NA NA NA NA NA NA NA NA	6	material_stuff_14580897-n	1	0.52	rerun		
， 南北 书面 宣传 蛋糕 设计 新鲜 ＊ 产地 作品 四川省 天然 如果说 宽 屋主 巨大 干道 建 忧郁 拍卖	7	material_stuff_14580897-n	0.2256028279	0.3882085595	rerun		
含有 种 细胞 药物 检验 促进 大豆 有效 病毒 药品 中 其 含 图谱 基因 导致 有毒 植物 维他命 钙	8	material_stuff_14580897-n	0.3328741965	0.3613406795	rerun		
、 及 设备 等 进口 工业 能源 原 产品 化学 工程 价格 出口 化工 食品 上涨 科学 加工 原材料 增加	9	material_stuff_14580897-n	0.2537195001	0.4866097996	rerun		
材料 稀土 核 制成 固体 激光 纳米 装置 超导 用 武器 发光 应用 放射性 料 新型 泡沫 金属 研究 结构	10	material_stuff_14580897-n	0.5106186519	0.6712834718	rerun		
防范 卫生部 事先 人力部 围堵 大力 灾情 谅解 防台 采取 隔离 切 否则 疫 额外 NA NA NA NA NA	1	means_03733547-n	1	0.7083333333	out	fixed_expression	采取防范措施
采取 积极 有力 政府 非典 确保 切实 果断 防护 使 迅速 疫情 隔离 有效 军团症 及时 坚决 赞赏 限制 黑社会	2	means_03733547-n	0.9068079547	0.7038757439	in		
以 是以 透过 补助 办理 或 参与 专案 合併 同志 同样 四两 客户 拨 红利 一般 来 NA NA NA	3	means_03733547-n	0.921699292	0.420241566	in		
採取 财政部 项 因应 相关 供电 加工 断然 暂时 污 激励 环保 班车 蔡锐明 适时 食品安全 包括 NA NA NA	4	means_03733547-n	0.7688888889	1	in		採取
项 提出 具体 立即 上述 可行 因应 各 包括 配套 系列 实施 政策 陈菊 措施 制裁 立法 研拟 财政部 NA	5	means_03733547-n	0.851800554	0.4224376731	in		
落实 防治 采 必要 紧急 保护 取 机场 制定 检疫 严格 沙斯 肺炎 松懈 非典型 安全 控制 专人 健全 口岸	6	means_03733547-n	0.8322704082	0.4942602041	in		
改以 演唱 实行 减轻 分级 券 变革 应变 报名 提领 收足款 最佳 预先 方式 上网 传输 取缔 放心 选择 股市	7	means_03733547-n	0.3732544379	0.3590532544	in		
种 使用 方法 现金 学习 或 一定 不外 丑化 亡羊补牢 交换 付之阙如 付款 以便 何 作为 全票 分析案 分类 危险性	8	means_03733547-n	0.3287981859	0.4058956916	in		
治疗 新 治 病毒 简便 血液 有效 可以 快速 测试 灵敏 疗 疗法 病人 研究出 窦炎 细胞 血 解毒 途径	9	means_03733547-n	0.5253772291	0.5061728395	in		
解决 用 处理 委託 而是 购买者 来 以 NA NA NA NA NA NA NA NA NA NA NA NA	10	means_03733547-n	0.4086317723	0.349862259	in		
等 渔场 公平 壳 孤立 授课 日趋 林天福 查阅 示相 稳妥 行贿 讲授 贸发局 运输 鸡蛋里挑骨头 研究 打击 NA NA	11	means_03733547-n	0.38	0.68	in		
通过 採 生活 科学 采用 管理 其他 手段 经营 运用 正确 以及 传统 对付 改变 行为 观念 和平 学习 邮寄	12	means_03733547-n	0.3370365898	0.3725395484	in		
治疗 抗 病毒 服用 疫苗 种 副作用 试验 药物 毒 研制 肺炎 有效 或 方法 病情 筛选 通过 使用 可	1	medicine_03740161-n	0.8662308673	0.3691007653	in		
生物 产业 新材料 、 现代 技术 信息 业 产值 化工 环保 高新 科学 工业 海洋 电子 公司 服务 6.1％ 8.6	2	medicine_03740161-n	0.811634349	0.567867036	in		
中 医院 学院 中国 中医 附设 教授 中心 研讨会 研究所 大学 委员会 小组 医生 研究 开发 专家 专科 优生 促进会	3	medicine_03740161-n	0.7504	0.3536	in		
食品 管理局 、 美国 救济 用完 短缺 签放 议案 难民 PPA 运输 批准 列为 新药 海洋 援助 NA NA NA	4	medicine_03740161-n	0.3443877551	0.4209183673	in		
医疗 器械 器材 和 设备 物资 用品 包括 储备 打击 防护 防治 等 X 世贸 价值 加紧 匮乏 吨 售假	5	medicine_03740161-n	0.6068376068	0.8106508876	in		
药品 部门 采购 价格 监督 集中 体制 实行 降低 改革 全国 加强 招标 购销 管理 用药 国家 药厂 卫生 制剂	6	medicine_03740161-n	0.7784375	0.6465625	in		
经营 生产 企业 、 产品 传统 品 行业 从事 以及 信息服务 制药 药材 市场 性 相关 纺织 严禁 互联网 亩	7	medicine_03740161-n	0.3584176086	0.4803688281	in		
药商 福利 集团 儿童 滥用 医师 理事会 保健 管制 保险 医药 基金 津贴 稽查 虾面 费用 马光 注射 提供 防	8	medicine_03740161-n	0.3543209877	0.3735802469	in		
防御 系统 战区 防卫 全国 国家 部署 布希 美国 NMD 建立 爱国 3型 反对 纳入 - 拟议 立场 TMD 推动	1	missile_04008634-n	0.503359312	0.3793335125	in		
北韩 长程 会谈 平壤 扩散 武器 朝鲜 吉隆坡 计划 问题 威胁 停止 朝 发展 地球 毁灭性 若干 预警 台湾 美国	2	missile_04008634-n	0.5002170139	0.3986545139	in		
枚 发射 击中 击 巡航 反潜 附近 炸弹 制导 远程 造成 颗 700 偏离 几百 出动 武装 目击者 战术 称	3	missile_04008634-n	0.8145065398	0.3846611177	in		
弹道 反 洲际 中程 条约 客机 遵守 《 M 用于 51 重型 制造 设备 研制 核武 NA NA NA NA	4	missile_04008634-n	0.6371882086	0.343537415	in		
空 部队 防空 舰 艘 战机 攻击 配备 公里 作战 基地 海 鱼叉 袭击 海军 超音速 距离 导弹 军 弹头	5	missile_04008634-n	0.5473372781	0.3372781065	in		
政策 货币 执行 稳健 内需 增长 灵活 运用 调整 保持 走势 银 放宽 财政 一蹶不振 中国人 例会 供给 保险业 冲击	1	money_wealth_13250542-n	1	0.4058956916	out	fixed_expression	货币政策
主要 外汇 比价 纽约 美元 对 货币 兑换 其他 亚洲 交易商 其它 汇价 人民币 兑 可 西方 价格 制定 单一	2	money_wealth_13250542-n	1	0.3746938776	out		
国际 组织 基金 印尼 基金会 克勒 总裁 林勋强 国 债务 受 金融 2% IMF 世界 亚太区 信服 协议 因素 年底	3	money_wealth_13250542-n	1	0.3765432099	out		
技术 来源 引进 恐怖 建设 缺乏 国外 注入 设施 方面 ﹑ 人才 货物 信息 启动 国有 大部分 必要 企业 项目	4	money_wealth_13250542-n	1	0.4841269841	out		
市场 需求 流动 股市 银行 调度 金融 公司 保险 投资 国库 年关 法人 股票 行情 调节 资金 央行 业务 宽松	5	money_wealth_13250542-n	0.6551022006	0.3907118803	in		
元 投入 亿 用于 财政 筹集 安排 共 筹措 提供 专项 注册 建设 达 项目 资金 加大 开发 救灾 募集	6	money_wealth_13250542-n	0.7656	0.4934	in		
损失 和 造成 生命 伤亡 安全 人员 地震 人民 同胞 国家 家畜 巨大 重 震中 保障 民众 15亿多 4404 下游	7	money_wealth_13250542-n	1	0.4809688581	out	fixed_expression	财产损失
并 笔 个人 夫妻 所有 没收 筹得 将 ？ 《 》 其 所得 有期徒刑 流向 申报 英勇 规定 财产 时间	8	money_wealth_13250542-n	0.1907572947	0.340107944	in		
今日 ( ) 新华社 我国 上海 NA NA NA NA NA NA NA NA NA NA NA NA NA NA	1	news_06642138-n	1	1	out	fixed_expression	今日新闻
) ( : 国际 目录 分析 发稿 电 京沪 背景 高速公 新华社 综合 发言人 国内 全 19日电 30日 3日 丹麦	2	news_06642138-n	0.5628698225	0.7670118343	in		
媒体 以来 给予 署名 长期 大陆 採访 国内 新华社 一早 丧生 传言 健保局 周年庆 哥大 大人物 大火 拓展 播发 新闻学院	3	news_06642138-n	0.4048	0.5264	in		
新闻 使用 《 》 文字 信息 报道 协议 产品 图片 图表 刊出 早报 标题 日本 报纸 供 电视台 头条 稿	4	news_06642138-n	0.8097502973	0.3608799049	in		
指出 引述 中共 今天 香港 中央社 ﹐ 法新电 报导 中新社 台北 专电 俄罗斯 官方 江泽民 」 大陆 HITIC 三星堆 中通社	5	news_06642138-n	0.6221445848	0.9064767536	in		
提供 说 来自 这 透露 据 伊拉克 美国 有关 公报 宣布 发布 上述 来源 称 美军 份 军事 军方 国家	6	news_06642138-n	0.3251388889	0.3401388889	in		
