top20dca_collo	cluster	concept	variant_I	lect_I	manual_culling	notes	meaning
只有 公正 和平 消除 更多 解决 这样 中台 主义 做到 做好 共同 分晓 利益 因地制宜 国家面 平静 康复 懂得 成长	1	ability_05200169-n	1	0.495	rerun	POS_error	then and only then
何时 平昌 工作 削弱 抑郁症 投票 操控 梅儿碧 罢免 唯有 NA NA NA NA NA NA NA NA NA NA	2	ability_05200169-n	0.4144106622	0.3785922532	rerun		
有 完全 个人 微处理器 野蛮 袭击 实力 Solskjaer 一流 买屋 债务 偿还 办好 办成 夸耀 研制 经济体 范尼 适 水平	3	ability_05200169-n	0.9002770083	0.3850415512	rerun		
要 必须 后 才能 需要 这样 得到 靠 更 信任 批准 时间 绝对 获得 使 须 出示 符合 继续 领取	4	ability_05200169-n	0.6442521483	0.3586923863	rerun		
强 较 比赛 强大 弱 差 选手 双方 看 凭借 击败 对手 球队 还是 金牌 队 主场 切 刘邦 劲旅	5	ability_05200169-n	0.5629552549	0.4302809573	rerun		
生产 吨 综合 淘汰 粮食 达到 加工 年 提高到 污水 生产线 船闸 过剩 落后 钢 处理 水平 NA NA NA	6	ability_05200169-n	0.931122449	0.8035714286	rerun	fixed_expression	生产能力
和 提高 增强 加强 学生 竞争 培养 提升 经济 拥有 管理 领导 能力 无 经验 整体 且 风险 抗 NA	7	ability_05200169-n	0.5332492147	0.3387741953	rerun		
却 这 地 令 不会 感到 带来 惊喜 让 出 大感 或者 收获 纯属 非典 时 因为 出现 如 遭遇	1	accident_07301336-n	0.4864068681	0.374463429	rerun		
调查 原因 正在 哥伦比亚 宇航局 人员 号 目前 东莞市 之中 报告 此次 组成 附近 飞机 警方 分析 初步 不当 伤者	2	accident_07301336-n	1	0.53834916	rerun	fixed_expression	事故原因
保险 工作 调查组 现场 善后 人身 抢救 入院 处理 目前 应付 核能 负责 车诺比 引起 责任 伤员 有关 结案 认定	3	accident_07301336-n	0.7344674556	0.4593195266	rerun		
煤矿 特大 水 透 . 矿工 瓦斯 井 爆炸 抢险 河南 矿 重 查处 安全 山西省 恶性 登封市 隐患 火灾	4	accident_07301336-n	1	0.8356401384	rerun	fixed_expression	特大事故
交通 交通安全 死亡 人 居高不下 严重 水上 道路 减少 南非 发生率 罗马尼亚 事故 14 巴西 死亡率 车 造 起 人数	5	accident_07301336-n	0.830078125	0.5234375	rerun		
停电 新航 酿成 沉船 火车 路段 列车 长江 重庆 出轨 坍塌 潼南 死 意外 伤亡 相撞 SQ 中正机场 水域 跑道	6	accident_07301336-n	0.5220719117	0.3465646137	rerun		
发生 后 翻船 船员 无 6人 公交 台铁 海事局 海难 船只 高原病 立即 船 NA NA NA NA NA NA	7	accident_07301336-n	0.5705555556	0.4538888889	rerun		
起 发生 事件 不治 劳检 导致 地点 女佣 罕见 时 前天 事发 类 轻伤 NA NA NA NA NA NA	8	accident_07301336-n	0.4730612245	0.3404081633	rerun		
《 》 暂行 共和国 人民 中华 保险费 关税 奖励 征 病虫害 购置 2003年 依法 发布 国有资产 拨款 车辆 出台 立法会	1	act_enactment_06532095-n	0.9429065744	0.7387543253	out	fixed_expression	《xx条例》
草案 修正 立法 条 部分 条文 条例 「 」 安全 修正案 国安 立法院 九二一 增订 审议 电信 修 审判 有限公司	2	act_enactment_06532095-n	0.4638012498	0.4442920287	in		
触犯 节 贪污 罪名 罪嫌 马总 刀械 一旦 惩治 毒品 防制 依 治罪 移民 交通 b 传票 危害 控状 提起公诉	3	act_enactment_06532095-n	0.3477508651	0.5432525952	in		
修改 放宽 宪法 法令 违反 中 下 被 令 增修 产业 加入 合同 州 援引 隔离 上市 内安 合约 知识产权	4	act_enactment_06532095-n	0.2118008898	0.3556093045	in		
定 “ ) 其中 第十六 传播 报道 传 播报 马其顿 标准 宪 SOLAS 倘若 划分法 名称 归入 找出 收支 有待	5	act_enactment_06532095-n	0.6449704142	0.4556213018	in		
自治 「 」 公安 游行 医疗 争议 订定 反 华 压制 基金 对外 调处 遇有 集会 民国 通过 市府 权利	6	act_enactment_06532095-n	0.6428571429	0.8086734694	in		
规定 依照 严格 相关 执行 北市 村里长 牛 本 条例 或 军事 事件 NA NA NA NA NA NA NA	7	act_enactment_06532095-n	0.2800453515	0.4160997732	in		
、 法律 和 管理 公共 政策 投资 保护 完善 制度 应急 建设 等 建立 税收 制定 动物 行政 加强 卫生	8	act_enactment_06532095-n	0.459100346	0.4834602076	in		
著名 资深 节目 邀请 刘德华 星光 频道 台 包括 许多 位 今晚 全职 一级 主持 优 优秀 大道 搞笑 民间	1	actor_player_09765278-n	0.5492118416	0.4100346021	in		
？ 艺人 张国荣 传媒 一些 香港 好莱坞 ！ 台湾 台和 河莉秀 照片 刊登 新传媒 当 本地 一众 出庭 压力 帐篷	2	actor_player_09765278-n	0.5505362692	0.5515386415	in		
演员 小 梨园戏 真挚 跳出 跳进 魏积安 临时 晚会 身 什么 表演 NA NA NA NA NA NA NA NA	3	actor_player_09765278-n	0.9168241966	0.3724007561	in		
演出 观众 们 表演 参与 戏曲 献上 街头 天伦 呈献 工作 入戏 冰 剧社 圣诞 掌声 耶稣 舞蹈 过年 上台	4	actor_player_09765278-n	0.58	0.4136	in		
男 女 黄嘉千 报 过 亮 排行 许绍洋 最佳 身为 . NA NA NA NA NA NA NA NA NA	5	actor_player_09765278-n	0.5130072841	0.5421436004	in		
演 《 角色 》 歌手 导演 剧 戏 饰演 拍 电影 戏剧 成龙 谈到 舞台 演技 屈中恆 监制 陈昭荣 黄磊	6	actor_player_09765278-n	0.724062564	0.4617853972	in		
岁 至 介于 名 16 15 40 最 17 二十 以上 25 45 60 35 26 六十五 嫌犯 十五 男	1	age_04924103-n	0.7847881665	0.3665997078	in		
平均 女性 年龄 男性 岁 佔 再婚 为 21 27 下降 人民 十八 少 一般 依 土着 爱滋病 第三者 肆虐	2	age_04924103-n	0.6288888889	0.3505555556	in		
大 ， 较 小 了 我 越 轻 比 偏 选手 虽然 很 所以 一些 差距 太 容易 短 虽	3	age_04924103-n	0.4864791779	0.3985938345	in		
性别 差异 不同 姓名 合适 爱好 生活 病历 种因 萧美琴 记 ： 岗位 档案 生日 种族 阶层 号码 身份证 NA	4	age_04924103-n	1	0.3388429752	out	fixed_expression	性别年龄
， 不同 小小 轻轻 就 因素 小学 职业 住址 念 无论 看看 青少年 姓名 分 ： 她 孩子 体力 体质	5	age_04924103-n	0.5661742074	0.4055093875	in		
延长 她们 可 酶 需要 能 133 PC 净化器 制剂 副作用 司 哈佛 四十五 大地 家保洁 家具 幅度 开普敦 期	6	age_04924103-n	1	0.349112426	out	polysemy	years of use
长 增长 随着 使用 人口 段 就业 学历 电池 生育 退休 人类 劳动 周岁 设计 均 手术 为 年 ／	7	age_04924103-n	0.4969723183	0.366349481	in		
《 》 周刊 杂志 封面 唱 孔乙己 越战 选为 週刊 金曲 期 随着 NA NA NA NA NA NA NA	1	age_historic_period_15254028-n	1	0.5165289256	out	polysemy	时代周刊
石器 古 遗址 墓葬 旧石器 早期 蜀国 记载 鼎盛 发现 文化 三国 三星堆 中原 北宋 史 唐代 唐宋 场景 墓穴	2	age_historic_period_15254028-n	0.5017301038	0.5415224913	in		
战争 担任 冷战 克林顿 日据 曾 黄金 后冷战 审判 广场 戒严 战 日军 毕竟 老 苏联 过渡 政治 了 前	3	age_historic_period_15254028-n	0.5004482054	0.3366560293	in		
非典 关注 台商 台胞 在华 值 共渡 医学界 同祖 喜爱 实用型 巫奕龙 江苏 沉寂 游泳队 记 预示 NA NA NA	4	age_historic_period_15254028-n	1	0.8950617284	out	fixed_expression	非典时期
新 建设 进入 工作 邓小平 发展 思想 战略 关键 改革 公仆 军队 扶贫 拥军 探索 数字 方针 旗帜 本色 注入	5	age_historic_period_15254028-n	0.5133884298	0.4737190083	in		
一段 长 相当 内 以来 今后 近 中国人 周小川 唐人街 扶持 汇率 注意到 磨练 西部大开发 逗留 NA NA NA NA	6	age_historic_period_15254028-n	1	0.5	out	fixed_expression	一段时期
潮流 经济 e 时代 处于 SARS 变化 困难 面对 二十一世纪 变迁 因应 数位 来临 步伐 符合 网路 迈向 进步 正	7	age_historic_period_15254028-n	0.6055514974	0.3481048616	in		
同 去年 比较 61.7％ 8亿2200万 9％ 二千三百九十三亿二千万 低价股 发片 受害人 扩大为 文艺复兴 泰铢 猛跌 电子业 经济师 适当 个 NA NA	8	age_historic_period_15254028-n	1	0.5702479339	out	fixed_expression	同一时期内
历史 那 旧 反映 较 过去 个 内 精神 不同 作品 中俄 背景 鲜明 长 相当 最好 伟大 所谓 段	9	age_historic_period_15254028-n	0.5017301038	0.3775951557	in		
设备 电子 通讯 电脑 通信 终端 网路 互联 无线 、 交通 制造商 广播 网 制造业 网络 个人电脑 无线电 照明 订货	1	apparatus_02727825-n	0.7306238185	0.3929584121	in		
先进 国外 引进 供热 灯塔 技术 高科技 提供 采用 专门 人才 修理 加以 化验 口径 大气 巨资 抢走 摄像 朝向科	2	apparatus_02727825-n	1	0.462962963	out	fixed_expression	先进设备
、 等 和 医疗 以及 KTV 会所 卡车 展区 急需 方便 易通卡 药品 营运 人员 且 人力 卫生 必要 资讯	3	apparatus_02727825-n	0.9150617284	0.3402469136	in		
技术 进口 工艺 生产 机械 机器 产品 加工 吨 材料 应用 原料 测控 建筑 机电 需求 和 30万 SEMI 供	4	apparatus_02727825-n	0.839100346	0.5968858131	in		
齐全 何况 备妥 宽敞 工作室 救护车 紧急 辎重车 这样 那儿 野外 厕所 图书馆 本身 且 建筑 备 NA NA NA	5	apparatus_02727825-n	1	0.6543209877	out	fixed_expression	设备齐全
爆炸 引爆 拆除 机场 伤亡者 历时 哈基姆 喜爱 埋 客机 店主 当场 找到 放在 核武器 炸 炸弹 炸死 爆 组装成	6	apparatus_02727825-n	1	1	out	fixed_expression	爆炸装置
 美元 德州 套 4 市警局 硬体 艺术 将 OK 卡拉 微波 资本 IT Technology 今年度 充足 六轻 勇气 听障	7	apparatus_02727825-n	0.4134693878	0.3371428571	in		
安装 检查 可 费用 种 仪器 测试 医院 内 采砂 处理 装置 厂商 启动 牵引 防护 实验室 控制 自动 购买	8	apparatus_02727825-n	0.4160297864	0.3718540914	in		
内 全国 波动 范围 全球 实施 调整 全 全县 採认 牛病 疯 米 逐步 世界 展 能力 区域 NA NA	1	area_field_14514039-n	1	0.4049744898	rerun	fixed_expression	在XX范围内
比赛 举行 场 表演 进行 训练 外 外科 布糊画 更动 杰出 活跃 球赛 规划 蹊径 运动 运动会 运动员 陶瓷 许多	2	area_field_14514039-n	0.4903846154	0.3372781065	rerun		
大 纳入 公示 涵盖 属于 之内 确定 使用 全省 列入 标准 给付 个别 乡镇 小 营运 规定 讨论 调查 养老	3	area_field_14514039-n	0.7879130828	0.3553644183	rerun		
合作 两国 关系 双方 加强 友好 与 在 深化 各 个 传统 双边 不断 非 交流 互利 促进 能源 进一步	4	area_field_14514039-n	1	0.8021301775	rerun		
扩大 分销 旁听 监察 试点 业务 了债 传染病 债券 券 北约 南 塔里木河 审前 宫颈癌 改革 普查 染 水量 流域	5	area_field_14514039-n	0.9002770083	0.3628808864	rerun		
研究 技术 科学 我国 专业 航天 高科技 信息 重点 基础 关键 基因 生物 纳米 成果 从事 成就 科研 资源 科技	6	area_field_14514039-n	0.963648834	0.3875171468	rerun		
经济 文化 政治 各 教育 广泛 在 广 特别 学者 某些 拓展 国 一些 开展 拓宽 竞争 新 加大 外交	7	area_field_14514039-n	0.7305288828	0.5275110501	rerun		
服务 投资 生产 业务 流通 经营 领域 集中 社会 开放 宽带 带动 服务业 电信 电子业 资 零售 个 产品 信息产业	8	area_field_14514039-n	0.6701388889	0.3567708333	rerun		
等 包括 诸多 生物技术 公有 军事 卫生 学 金融 艺术 专家 投资 NA NA NA NA NA NA NA NA	9	area_field_14514039-n	0.6170655567	0.429760666	rerun		
民防 何炳基 消防车 询 发言人 总部 叶莲 惊醒 感激 救猫 陈赞诚 联邦 颁发 NA NA NA NA NA NA NA	1	army_08191230-n	1	1	out	fixed_expression	民防部队
建设 思想 现代化 贯彻 学习 青年 推进 防 光明日报 切实 培养 头条 始终 席 广阔 打赢 指导 改进 时期 标兵	2	army_08191230-n	0.7551020408	0.8673469388	in		
军队 中国 官兵 作战 演习 武警 军 陆军 操演 飞弹 指挥 总司令 军官 开展 旅 演练 由 训练 . 中将	3	army_08191230-n	0.32056134	0.3742326845	in		
维 派遣 和 联合国 向 国际 里亚 利比 利比里亚 金 刚果 安理会 科索沃 西共体 下台 安南 援助 泰勒 科特迪瓦 联合国安理会	4	army_08191230-n	0.8950617284	0.7085048011	out	fixed_expression	维和部队
美军 伊拉克 巴格达 特种 安全 阿富汗 交火 驻扎 士兵 当天 控制 摩苏尔 美英 地面 国际 土耳其 4月 亚齐 劫持 市中心	5	army_08191230-n	0.5027943032	0.5000300463	in		
以色列 冲突 巴勒斯坦人 同 再次 马晓霖 约旦河 之间 坦 巴勒斯 巴勒斯坦 西岸 示威 150多 勒斯坦 午夜 周轶君 哈马斯 基特 威	6	army_08191230-n	0.6955017301	0.6401384083	in		
武装 警察 监狱 保安 军人 梅尔卡多 民兵 首日封 首长 全 人民 行动 以及 哥伦比亚 战备 现代化 役 军事 服役 NA	7	army_08191230-n	0.8191552647	0.3634741225	in		
违法 犯罪 打击 非法 腐败 走私 偷渡 严肃 列为 依法 严厉 严惩 偷 刑事 刑法 制假 力度 查缉 检举 骗税	1	behavior_14008342-n	1	0.3584710744	out	fixed_expression	违法行为，犯罪行为
种 社会 反省 吃惊 大量 审计 常见 异常 当是 投机 暴戾 本身 残忍 渎职 王秀丽 粒子 苦于 行政机 认同 设定	2	behavior_14008342-n	1	0.4755555556	out	unsure	
规范 行为 违规 违反 暴力 等 法律 行政 交易 恐怖 禁止 谴责 其 任何 不当 侵略 公众 准则 垄断 基本法	3	behavior_14008342-n	0.9837409299	0.3376780435	in		
业绩 季 指数 乐观 投资 昨日 类股 综指 获利 蓝筹股 股市 经济 带动 上市 上柜 不一 中规中矩 亮丽 今日 低价股	4	behavior_14008342-n	1	0.512465374	out	unsure	
优雅 社会 举止 吐痰 消费 越轨 辩论 竞争 临床 习惯 人类 意识 投手 改变 立功 铁汉 NA NA NA NA	5	behavior_14008342-n	0.5184164881	0.3727170697	in		
好 满意 得 感到 更 艺术 不佳 良好 不 比 成绩 突出 欠佳 整体 学业 明显 黄金宝 经济 影响 领域	6	behavior_14008342-n	0.8721645521	0.4442522107	in		
杰出 优异 宇航 海事 运动员 半导体 嘉许 处处 大赛 安琦 尖子 店长 康柏 异国 役男 更为 门将 优秀 甄选 NA	7	behavior_14008342-n	1	0.3846153846	out	fixed_expression	杰出表现，优异表现
俗 不 科技股 主打 们赛 健将 初赛 包办 华中 国家队 女将 田总 短跑 童军 童军团 评判 赛 赛季 近期 公开赛	8	behavior_14008342-n	1	0.6543209877	out	fixed_expression	表现不俗
不错 比赛 出色 最佳 场 球员 上 较 一般 中场 奥运会 理想 选手 佳 中国队 主场 以往 削球 可圈可点 抢眼	9	behavior_14008342-n	1	0.4548156956	out	unsure	
哥哥 ， 十分 嫂嫂 超度 屋 入 亲手 唐鹤德 字迹 打斋 文华 生气 疼 经理人 肯开 自称 言 遗容 金鱼	1	brother_09876454-n	0.587113741	0.768573307	in		
唐唐 张国荣 ！ 寓所 ， ayTower 一段 不忍 丧事 大呼 大哭 心情 曝光 朱古力 讯 青春 龟 含泪 声声 挚爱	2	brother_09876454-n	0.9375650364	0.9375650364	out	polysemy	张国荣
弟弟 口 鬼 一手 呼喊 巫师 怕 才华 抱 李铭顺 盼 结婚 赶到 阿汀 马景涛 里 名 NA NA NA	3	brother_09876454-n	0.5555555556	0.6817558299	in		
， 他 我 当 她 想 因为 去 ： 小罗 灵堂 送 朋友 跟 听 女生 忧郁症 连 问 着	4	brother_09876454-n	0.5362426036	0.7278106509	in		
母亲 姐 岁 姐姐 妹妹 去世 和 组屋 妻子 死者 中刀 住在 妹 早上 浑身 背部 舒马赫 血 隔 黄庆	5	brother_09876454-n	0.3809171598	0.5155325444	in		
姐妹 感情 藏族 我们 家庭 民族 排行 父母 不只 之间 佬 到底 同事 同样 同胞 头痛 夺走 姑嫂 孝顺 岳父	6	brother_09876454-n	1	0.515	in		
「 两 」 孪生 萨达姆 曾 同 们 对 农民 同排 同父 失去 姊妹 小妹 市 异母 甘迺迪 省 黄金春	7	brother_09876454-n	0.4994291208	0.3464335076	in		
莱特 华纳 沙特阿拉伯队 流氓 雷曼 飞机 动画 卡塔尔队 县市长 另外 同城 威廉 对垒 杂技 洪姓 潜逃 犯罪 研制 篇 董事	8	brother_09876454-n	1	0.3657844991	in		
贷款 偿还 公积金 配套 银行 帮助 国人 存款 应付 削减 抵押 能力 . 动用 助 客户 比率 负担 户头 现金	1	building_03544360-n	1	0.7604090577	out	fixed_expression	房屋贷款
信义 房屋 太平洋 土地 永庆 市场 经纪 价格 或 局 置换 房地产 购买 下跌 国土 网站 资讯 需求 仲介 管理局	2	building_03544360-n	0.8416748047	0.3751220703	in		
， 买 房子 卖 租 住 里 我 自己 套 小 主人 屋子 得 向 东 适合 把 出租 让	3	building_03544360-n	0.509504	0.608448	in		
倒塌 万 间 损坏 受灾 133万 50.5 头 死亡 农作物 灾 部分 受伤 安置 危房 地震 直接 处 道路 灾民	4	building_03544360-n	1	0.5178571429	out	unsure	房屋倒塌
栋 装修 户 座 所 间 被 爆炸 毁 拆 遭到 附近 建筑 另 全 受损 大火 建筑物 毁坏 受	5	building_03544360-n	0.4966187658	0.3398744113	in		
汽车 配件 部件 零件 零 维修 销售 台 假冒 轮胎 钢材 德国 中元 伪劣 升 塔克拉玛干 宏茂桥 展示 平淡 拍卖会	1	car_02958343-n	0.845	0.4272222222	in		
工业 公司 中国 市场 产业 消费 企业 产品 通用 日产 有限公司 裕隆 制造业 钢铁 销售量 德国 进口 车厂 集团 业	2	car_02958343-n	1	0.4344114653	out		汽车产业、汽车公司、汽车市场
辆 产量 遭 轿车 长途 一千万 树枝 窃贼 车场 车 ， 保安 停 德士 砸 车窗 NA NA NA NA	3	car_02958343-n	0.633438667	0.4311979316	in		
炸弹 爆炸 发生 事件 袭击 造成 引爆 杰夫 清真寺 阿里 万豪 遭到 办事处 周二 威猛 攻击 炸死 爆炸力 纳杰夫 自杀式	4	car_02958343-n	1	0.53125	out		汽车爆炸
燃料 音响 件 征收 装甲 评估 丰田 必须 机动 窃盗 能源 英康 购置 车主 驱动 购买 贷款 尾气 损坏 Jackspeed	5	car_02958343-n	0.4723076923	0.404852071	in		
， 车辆 人员 运输 检查 行驶 公路 交通 垃圾 禁止 行人 通行 道路 ; 驾驶 客运 管制 司机 没有 高速	6	car_02958343-n	0.36186509	0.362133835	in		
联赛 生涯 冠军 足球 美国 新加坡 夺得 巡回赛 球 网球 球员 1底 不丹 世界 公开赛 台球 大赛 撞球 男子 选手	1	career_00583246-n	0.8472222222	0.3838888889	out	POS_adj	专业球员职业联赛
行业 各 等 个 服务 企业 发展 结构 投资 重点 增长 影响 相关 产业 工业 产品 汽车 竞争 调整 沙斯	2	career_00583246-n	0.5116959064	0.3968528778	in		
道德 尊重 教师 精神 CC 军官 工会 正当 新闻 教育 125 不足 也未 全 动质处 勇气 医生 国产 大学生 报社	3	career_00583246-n	0.3958804889	0.338388411	in		
人士 提供 3000多万 乐于 仲裁 仲裁员 华人 华侨 回教 回教徒 基层 工运 建言 归 政务官 涵盖 牺牲 精英 荟萃 许可	4	career_00583246-n	1	0.3494809689	out	POS_adj	专业人士
人员 技术 专业 知识 培训 技能 人才 学校 考试 教育 训练 高等 学院 资格 技术人员 毕业 英语 鉴定 高校 培养	5	career_00583246-n	0.547887462	0.4353494755	in		
法官 律师 审 法庭 审讯 法院 上诉 最高法院 诺 重审 切特 判决 古斯曼 吕秀莲 展期 押 控告 月 终 皮	1	case_suit_lawsuit_01182654-n	0.4889807163	0.3429752066	in		
审理 纠纷 法律 若干 适用 著作权 民事 法院 问题 知识产权 数量 教师 涉外 瓦纳 援助 比利时 类似 NA NA NA	2	case_suit_lawsuit_01182654-n	0.8446180556	0.5234375	in		
起 这 缴 案件 特大 调查 侦查 走私犯罪 其中 抓 森林 犯罪嫌疑人 3551 列为 寻踪觅迹 报案 林政 树木 答辩人 结	3	case_suit_lawsuit_01182654-n	0.8830769231	0.4849704142	in		
打 而 总统 因此 打赢 场 复丈 大选 布希 新闻 爱丽 阵营 有关 ( 10 891026 9月 Slim 上市柜 中央社	4	case_suit_lawsuit_01182654-n	0.4580246914	0.3350617284	in		
件 共 类 审计 肇事 补税 全省 加重 移送 其中 审结 负担 行政 NA NA NA NA NA NA NA	5	case_suit_lawsuit_01182654-n	0.905	0.455	in		
查处 违法 力度 加大 查办 件 违纪 共 干部 万 举报 11.21 5日电 售假 枉法 涉 渎职 私贩 罚 重点	6	case_suit_lawsuit_01182654-n	1	0.7271468144	out	fixed_expression	违法案件
犯罪 发生 宗 警方 一起 侦破 破获 涉及 查获 杀人 罪 非礼 抢劫 不管 侵害 少年 证实 非法 黑社会 调查	7	case_suit_lawsuit_01182654-n	0.961361015	0.3373702422	in		
刑事 治安 下降 发案率 古辛斯基 发 群众 ﹐ 恶性 安 案件 严重 13.4 事故 以外 侦防 先生系 发生率 增多 夏国顺	8	case_suit_lawsuit_01182654-n	1	0.6675900277	out	fixed_expression	刑事案件
处理 检察官 侦办 性侵犯 清理 督办 司法 复杂 天津市 州市 无辜群 枪杀 检方 超审 限 受理 检察 案件 人权 众	9	case_suit_lawsuit_01182654-n	0.9622781065	0.3809171598	in		
颁奖 」 金马奖 届 七时 冠名权 奥斯卡 工 楷模 金曲奖 纪念馆 陈水扁 奖 行 领 NA NA NA NA NA	1	ceremony_07450842-n	0.7340720222	0.472299169	in		
开幕 WHA 论坛 明天 -- . 亚欧 台北市 锦标赛 亲临 会场 吕秀莲 运动会 副总统 九时 NA NA NA NA NA	2	ceremony_07450842-n	0.4821428571	0.4770408163	in		
主持 助学金 部长 揭幕 灯火 王世丰 祖安 颁发 准将 副总理 应邀 监誓 开幕 由 动土 教堂 成立 俱乐部 推介 NA	3	ceremony_07450842-n	0.8086734694	0.5280612245	in		
签字 协议 项目 一汽 合作 会见 奥运会 2.3 亿多 伊尔 休战 副省长 卡多佐 合同 合资 国务 国总 埃厄 奥斯陆 布隆迪	4	ceremony_07450842-n	1	0.9002770083	out	fixed_expression	签字仪式
捐赠 上 签约 结婚 启用 挂牌 -- 结业 告别 求婚 赠 遗体 中心 落成 中午 三十分 正式 众 体育场 准备	5	ceremony_07450842-n	0.4897119342	0.3705418381	in		
国庆 升旗 敬礼 预演 总监 职总 阅兵 今年 一起 本 门票 九十 人力部 大运会 开国 新年 村田 林文兴 表演 九十年	6	ceremony_07450842-n	0.3441358025	0.4135802469	in		
举行 揭牌 上午 推介 启动 迎接 专班 出征 副部长 在职 大会堂 大学 奔赴 授旗 明十三陵 校区 科协 荐 试灯 后	7	ceremony_07450842-n	0.6914807847	0.3474872346	in		
交接 出席 参加 欢迎 隆重 就职 纪念 中元 仪式 圣彼得堡 新任 讲话 盛大 年 抽签 澳门 闭幕 发表 当天 300周年	8	ceremony_07450842-n	0.4719840599	0.3408404782	in		
党主席 连战 今天 ︶ 战 连 总统 中国 中常委 伉俪 共识 关切 兼 副主席 十九邻 台湾省 唐飞 国民党 提 李登辉	1	citizen_09923673-n	0.8347107438	1	out	fixed_expression	国民党
中华 共和国 朝鲜 《 庆祝 江泽民 海外 民主 中华民国 自由 两岸 国务院 主义 关于 成立 NA NA NA NA NA	2	citizen_09923673-n	0.905	0.465	out	fixed_expression	PRC
和 国 群众 全国 人民 国家 各 党 友好 解放军 政府 族 协会 利益 之间 你们 努力 大会堂 广大 祖国	3	citizen_09923673-n	0.8377777778	0.4971882086	in		
医院 对 生活 提高 香港 旅游 水平 印尼 如何 新加坡 更多 权利 民意 沙斯 注意 美国 让 唿吁 社会 信心	4	citizen_09923673-n	0.2332716101	0.3362932413	in		
法院 高 最 中级 审理 著作权 院 关于 审判 检察 《 公布 10月 云南省 昆明市 检察院 解释 北京市 共和国 根据	5	citizen_09923673-n	1	1	out	fixed_expression	最高人民法院
银行 人民币 币 规定 中国 行情 公布 张建平 1180万 125万 一审 周小川 批准 肇庆 行行 行长 NA NA NA NA	6	citizen_09923673-n	1	0.9092970522	out	fixed_expression	中国人民银行
名 女 中心 透露 事发 隔离 雇佣 医院 她们 愿 老板 接获 时 学生 该 ， NA NA NA NA	1	clerk_09928451-n	0.77375	0.85875	in		
公司 银行 认股权 × 行使 工作 问 位 受 名 2500 2万 七十多 上门 中山 串同 人力 保险 分行 划	2	clerk_09928451-n	1	0.5612244898	out	fixed_expression	公司职员银行职员
， 商店 职员 酒店 向 该 工院 所有 新航 柜台 服务 建屋局 演 让 通知 部门 或 离开 假 全职	3	clerk_09928451-n	0.5210960142	0.4902329783	in		
党委 说 乡 原 董事长 科学院 镇 : 大学 政委 ` 28日 三合镇 上级 中国科 丰庄镇 乡亲 仁宝 何华 党组副	4	clerk_09928451-n	1	0.8347107438	out	polysemy	党委书记
支部 村党支部 党 村 生前系 传染科 山东省 私 练贤 共产党 朱 邓 副主任 湖南省 三十五年 东榆 二区赤卫 任罗 公田 共产党员	5	clerk_09928451-n	1	0.9168241966	out	polysemy	党委书记
市委 厦门 副 市长 常委 北京 刘淇 王岐山 出任 刘一民 哈尔滨市 甘肃省 绍兴 绥化 遵义县 ﹐ 、 农 来到 一九九八年	6	clerk_09928451-n	1	0.5716835217	out	polysemy	党委书记
中央 政治局 委员 书记处 中共 、 全国 候补 出席 部长 副主席 庆红 上海市 中华 北京 会见 中宣部 会 副总理 妇联	7	clerk_09928451-n	1	0.7839701235	out	polysemy	党委书记
委 任 县委 书记 省委 委副 主任 西藏 党组 江苏 兼 副 军区 、 自治区 省长 副省长 四川省 直 辽宁省	8	clerk_09928451-n	1	0.5953433923	out	polysemy	党委书记
下 授权 没有 何 依然 在任 大陆 许可 沙斯 NA NA NA NA NA NA NA NA NA NA NA	1	condition_13920835-n	0.7577854671	0.3408304498	in		
出现 断水 人口 不可能 何在 前所未有 印发 危及 发热 堪忧 外出 天气 库尔德 心跳 急剧 总结 感染 散瞳 未婚 生态	2	condition_13920835-n	0.3156899811	0.3875236295	in		
了解 防治 及时 肺炎 一例 执行 检查 视 财务 有关 报告 评估 通报 针对 根据 实际 典型 反映 掌握 落实	3	condition_13920835-n	0.4505723205	0.3821251012	in		
改善 健康 良好 身体 恢复 Ｉ ＭＣ 发育 处置 弥留 得不到 恢复到 愈 托特纳姆 朱镕基 染病者 根本 概括 球感 生存	4	condition_13920835-n	0.3504	0.3632	in		
中东 伊拉克 以色列 恶化 地区 巴勒斯坦 问题 以 避免 紧张 对 伊 伊万诺夫 制止 北部 升级 声明 尽快 巴 影响	5	condition_13920835-n	0.6762688615	0.5061728395	in		
经济 保持 发展 当前 新 变化 增长 稳定 出口 继续 治安 国际 低迷 前景 加强 外贸 扭转 斗争 济 白皮书	6	condition_13920835-n	0.2169929196	0.4502290712	in		
看 网咖 不相上下 电子业 考察 起降 进攻型 目前 定 适应 正常 NA NA NA NA NA NA NA NA NA	7	condition_13920835-n	0.8024691358	0.4074074074	in		
【 】 一一 一八八八年 一发不可收拾 不可多得 不得了 为伍 书说 传票 住址 典藏 勿洛 原生 叶小姐 四楼 困窘 国际版 场地 堪怜	8	condition_13920835-n	0.4142011834	0.3520710059	in		
处于 种 仍 进入 严重 台海 央行 普遍 污染 目前 混乱 相当 发生 改变 双赢 宣布 无政府 结束 维持 观察	9	condition_13920835-n	0.170617284	0.3374691358	in		
古 保护 历史 古代 保存 风格 文物 大师 艺术 传统 旧 具有 概念 清代 登录 遗址 特色 文化 博物馆 参观	1	construction_02913152-n	0.8229804883	0.3850504289	in		
