"Coll_Word"	"1"	"2"	"exp_1"	"exp_2"	"pbin_1"	"pbin_2"	"SumAbsDev"	"LargestDev"
"贫困县"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"购买"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"购置"	0	7	0.942	6.058	-0.439	0.439	0.878	"1_&_2"
"购进"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"贮存"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"费用"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"资本"	2	1	0.404	2.596	1.306	-1.306	2.612	"1_&_2"
"资本主义"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"资源"	3	1	0.538	3.462	2.058	-2.058	4.116	"1_&_2"
"资讯"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"资讯科"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"资金"	3	6	1.211	7.789	0.961	-0.961	1.922	"1_&_2"
"赌场"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"赠送"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"走低"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"起居"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"超标"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"超软"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"超速"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"足够"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"足球场"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"跟不上"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"路径"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"路由器"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"车"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"车库"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"车辆"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"车速"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"轨道"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"转换"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"软"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"软件"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"软体"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"软硬"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"软硬体"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"载"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"辅助"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"辐射"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"输"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"输沙"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"辨别"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"边防"	2	0	0.269	1.731	1.742	-1.742	3.484	"1_&_2"
"过滤"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"过鱼"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"运"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"运动场"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"运行"	1	5	0.807	5.193	0.237	-0.237	0.474	"1_&_2"
"运转"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"运输"	0	8	1.076	6.924	-0.502	0.502	1.004	"1_&_2"
"进出口"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"进口"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"进网"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"进行"	2	8	1.345	8.655	0.4	-0.4	0.8	"1_&_2"
"远端"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"远距"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"送去"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"适合"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"逃避"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"透"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"逐步"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"通"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"通信"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"通关"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"通讯"	1	12	1.749	11.251	-0.336	0.336	0.672	"1_&_2"
"通过"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"通风"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"造价"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"造型"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"週"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"週边"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"道口"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"道岔"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"道路"	1	3	0.538	3.462	0.358	-0.358	0.716	"1_&_2"
"遥控"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"部"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"部件"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"部分"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"部落"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"都市"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"配合"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"配备"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"配套"	3	7	1.345	8.655	0.85	-0.85	1.7	"1_&_2"
"配有"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"配齐"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"酒吧间"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"采用"	0	5	0.673	4.327	-0.314	0.314	0.628	"1_&_2"
"采购"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"里面"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"重大"	2	0	0.269	1.731	1.742	-1.742	3.484	"1_&_2"
"重建"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"重油"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"重点"	1	2	0.404	2.596	0.454	-0.454	0.908	"1_&_2"
"重要"	1	4	0.673	4.327	0.289	-0.289	0.578	"1_&_2"
"量产"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"金额"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"釜山港"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"鉴于"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"鑑定"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"钢铁"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"铁厂"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"链路"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"销"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"销售"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"销售点"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"销毁"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"闲置"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"防"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"防制"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"防御"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"防护"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"防止"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"防治"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"防火"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"防火墙"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"防盗"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"防窃"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"阴谋"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"阿公"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"阿尔卡特"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"阿尔及尔市"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"附"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"附属"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"陆"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"陆交局"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"陈旧"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"降下来"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"限期"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"隔音"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"障碍"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"集尘"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"集成电路"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"集线器"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"雕塑"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"雷射"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"雷达"	2	2	0.538	3.462	1.045	-1.045	2.09	"1_&_2"
"需"	1	7	1.076	6.924	-0.151	0.151	0.302	"1_&_2"
"需求"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"需要"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"需要量"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"震灾"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"静电"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"音响"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"项目"	7	1	1.076	6.924	5.25	-5.25	10.5	"1_&_2"
"预冷"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"领域"	2	0	0.269	1.731	1.742	-1.742	3.484	"1_&_2"
"频宽"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"额外"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"风沙"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"风蚀"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"飞弹"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"飞机"	0	5	0.673	4.327	-0.314	0.314	0.628	"1_&_2"
"飞船"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"食品"	0	5	0.673	4.327	-0.314	0.314	0.628	"1_&_2"
"食水"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"餐碗"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"餐饮"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"饲养"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"驱动"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"驾驶"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"骨质"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"高价"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"高压"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"高涨"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"高科技"	1	4	0.673	4.327	0.289	-0.289	0.578	"1_&_2"
"高端"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"高贵"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"高频"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"鼓励"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"齐全"	0	6	0.807	5.193	-0.376	0.376	0.752	"1_&_2"
"齐备"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"龙年"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
