"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"exp_10"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"pbin_10"	"SumAbsDev"	"LargestDev"
"了解到"	0	0	0	0	0	0	0	0	0	1	0.084	0.147	0.13	0.097	0.103	0.141	0.031	0.043	0.098	0.126	-0.038	-0.069	-0.06	-0.044	-0.047	-0.066	-0.014	-0.019	-0.045	0.9	1.302	"10"
"事件"	0	0	2	0	0	0	0	0	0	0	0.169	0.293	0.26	0.194	0.206	0.283	0.061	0.086	0.196	0.252	-0.076	-0.138	1.772	-0.089	-0.094	-0.132	-0.027	-0.038	-0.09	-0.117	2.573	"3"
"事发"	0	1	0	0	0	1	1	0	0	0	0.253	0.44	0.39	0.292	0.309	0.424	0.092	0.129	0.294	0.378	-0.115	0.422	-0.181	-0.133	-0.141	0.435	1.05	-0.057	-0.135	-0.175	2.844	"7"
"事故"	8	16	1	7	10	14	0	1	5	7	5.814	10.125	8.971	6.706	7.098	9.754	2.112	2.961	6.772	8.688	0.651	1.403	-3.12	0.291	0.773	0.994	-0.932	-0.702	-0.497	-0.459	9.822	"3"
"二二"	0	0	0	0	0	0	0	0	0	1	0.084	0.147	0.13	0.097	0.103	0.141	0.031	0.043	0.098	0.126	-0.038	-0.069	-0.06	-0.044	-0.047	-0.066	-0.014	-0.019	-0.045	0.9	1.302	"10"
"二恶英"	0	0	1	0	0	0	0	0	0	0	0.084	0.147	0.13	0.097	0.103	0.141	0.031	0.043	0.098	0.126	-0.038	-0.069	0.886	-0.044	-0.047	-0.066	-0.014	-0.019	-0.045	-0.058	1.286	"3"
"二矿"	0	0	0	0	0	0	0	0	0	1	0.084	0.147	0.13	0.097	0.103	0.141	0.031	0.043	0.098	0.126	-0.038	-0.069	-0.06	-0.044	-0.047	-0.066	-0.014	-0.019	-0.045	0.9	1.302	"10"
"井"	0	1	0	0	0	0	0	0	0	4	0.421	0.734	0.65	0.486	0.514	0.707	0.153	0.215	0.491	0.63	-0.191	0.261	-0.302	-0.222	-0.236	-0.331	-0.068	-0.095	-0.224	2.947	4.877	"10"
"井下"	0	0	0	0	2	0	0	0	0	1	0.253	0.44	0.39	0.292	0.309	0.424	0.092	0.129	0.294	0.378	-0.115	-0.207	-0.181	-0.133	1.529	-0.199	-0.041	-0.057	-0.135	0.479	3.076	"5"
"井口"	0	0	0	0	0	0	0	0	0	1	0.084	0.147	0.13	0.097	0.103	0.141	0.031	0.043	0.098	0.126	-0.038	-0.069	-0.06	-0.044	-0.047	-0.066	-0.014	-0.019	-0.045	0.9	1.302	"10"
"交警"	0	1	0	0	0	1	0	0	2	0	0.337	0.587	0.52	0.389	0.411	0.565	0.122	0.172	0.393	0.504	-0.153	0.328	-0.242	-0.178	-0.189	0.341	-0.054	-0.076	1.297	-0.234	3.092	"9"
"交通"	1	0	1	1	0	1	4	3	51	6	5.729	9.978	8.841	6.609	6.995	9.613	2.081	2.918	6.673	8.562	-1.739	-4.686	-3.065	-2.099	-3.206	-3.415	0.809	0.25	36.51	-0.635	56.414	"9"
"交通厅"	0	1	0	0	0	0	0	0	0	0	0.084	0.147	0.13	0.097	0.103	0.141	0.031	0.043	0.098	0.126	-0.038	0.833	-0.06	-0.044	-0.047	-0.066	-0.014	-0.019	-0.045	-0.058	1.224	"2"
"交通安全"	0	0	1	0	0	0	0	0	1	0	0.169	0.293	0.26	0.194	0.206	0.283	0.061	0.086	0.196	0.252	-0.076	-0.138	0.614	-0.089	-0.094	-0.132	-0.027	-0.038	0.729	-0.117	2.054	"9"
"交通部门"	0	0	0	0	0	0	0	0	1	0	0.084	0.147	0.13	0.097	0.103	0.141	0.031	0.043	0.098	0.126	-0.038	-0.069	-0.06	-0.044	-0.047	-0.066	-0.014	-0.019	1.008	-0.058	1.423	"9"
"京釜线"	0	0	1	0	0	0	0	0	0	0	0.084	0.147	0.13	0.097	0.103	0.141	0.031	0.043	0.098	0.126	-0.038	-0.069	0.886	-0.044	-0.047	-0.066	-0.014	-0.019	-0.045	-0.058	1.286	"3"
"人"	4	5	1	8	8	28	4	7	18	11	7.92	13.793	12.221	9.136	9.67	13.289	2.877	4.034	9.225	11.835	-1.025	-2.408	-4.508	-0.366	-0.443	4.145	0.488	0.96	2.367	-0.324	17.034	"3"
"人员"	3	11	4	2	1	1	0	0	0	0	1.854	3.228	2.86	2.138	2.263	3.11	0.673	0.944	2.159	2.77	0.55	4.006	0.496	-0.195	-0.49	-0.791	-0.297	-0.419	-0.987	-1.286	9.517	"2"
"人数"	1	0	0	0	2	4	0	0	4	2	1.095	1.908	1.69	1.263	1.337	1.838	0.398	0.558	1.276	1.637	-0.155	-0.896	-0.786	-0.577	0.406	1.002	-0.176	-0.248	1.493	0.301	6.04	"9"
"人畜"	0	0	0	0	0	1	0	0	0	0	0.084	0.147	0.13	0.097	0.103	0.141	0.031	0.043	0.098	0.126	-0.038	-0.069	-0.06	-0.044	-0.047	0.85	-0.014	-0.019	-0.045	-0.058	1.244	"6"
"人行道"	0	0	0	0	2	0	0	0	0	0	0.169	0.293	0.26	0.194	0.206	0.283	0.061	0.086	0.196	0.252	-0.076	-0.138	-0.121	-0.089	1.975	-0.132	-0.027	-0.038	-0.09	-0.117	2.803	"5"
