"Coll_Word"	"1"	"2"	"exp_1"	"exp_2"	"pbin_1"	"pbin_2"	"SumAbsDev"	"LargestDev"
"说清"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"请辞"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"诸多"	1	1	1.086	0.914	-0.152	0.152	0.304	"1_&_2"
"调动"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"调升"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"调职"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"调配"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"谘询"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"谱"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"谷类"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"负面"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"财物"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"贫"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"贬值"	1	1	1.086	0.914	-0.152	0.152	0.304	"1_&_2"
"购"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"购买"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"购入"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"贮存法"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"贸易组"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"资源"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"赛普勒斯"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"赤字"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"走低"	0	4	2.171	1.829	-1.359	1.359	2.718	"1_&_2"
"走势"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"走向"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"走高"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"起"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"超导"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"超导体"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"超过"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"趋"	1	1	1.086	0.914	-0.152	0.152	0.304	"1_&_2"
"趋近"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"足够"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"跑道灯"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"路"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"身体"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"轨道"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"转换"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"转暖"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"转移"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"软骨"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"轻"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"载体"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"较为"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"辅"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"辉"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"辐射"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"输送"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"达成"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"过去"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"运用"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"运输"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"近期"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"返还"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"还是"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"这些"	1	17	9.77	8.23	-4.768	4.768	9.536	"1_&_2"
"进口"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"违章"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"连续"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"迷信"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"迹"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"追高"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"退税率"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"适合"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"选用"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"逊色"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"透明"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"透过"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"逐渐"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"通路"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"造"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"造成"	1	5	3.257	2.743	-1.129	1.129	2.258	"1_&_2"
"道"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"遗传"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"遭劫"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"邮报"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"部件"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"都"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"配料"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"配方"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"配置"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"酒精"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"醋"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"醋酸"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"采"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"采用"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"采购"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"重"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"重力"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"重要"	1	18	10.313	8.687	-5.085	5.085	10.17	"1_&_2"
"金属"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"鉴于"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"鉴定"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"钢制"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"钢材"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"钸"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"铀"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"铂"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"铜基"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"铺面"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"销往"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"销量"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"锁住"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"锅"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"长线"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"问世"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"防伪"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"阳痿"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"阻"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"阻剂"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"陈坤煌"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"限"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"限制"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"院士"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"除"	2	1	1.628	1.372	0.249	-0.249	0.498	"1_&_2"
"除了"	4	3	3.799	3.201	0.227	-0.227	0.454	"1_&_2"
"除去"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"除非"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"险"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"陶瓷"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"隆股"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"隐"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"障碍"	0	4	2.171	1.829	-1.359	1.359	2.718	"1_&_2"
"难以"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"难度"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"需"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"需求"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"非"	0	10	5.428	4.572	-3.399	3.399	6.798	"1_&_2"
"非人"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"非洲"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"面具"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"鞍山市"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"音箱"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"音色"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"顺畅"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"顾虑到"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"预"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"预料"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"领域"	4	0	2.171	1.829	1.062	-1.062	2.124	"1_&_2"
"颜色"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"风险"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"食品"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"食物"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"饮用"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"饲料"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"馅料"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"首先"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"首创"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"香水"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"香肠"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"马兜铃"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"驱"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"驱动器"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"骨折"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"骨粉"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"骨质"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"高"	6	0	3.257	2.743	1.592	-1.592	3.184	"1_&_2"
"高发"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"高工"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"高弹性"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"高血压"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"鲜美"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"鸡肉"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"鸡蛋"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"麦金农"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"黄金"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"黑斑"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"鼎"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"鼠疫"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
