"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"exp_10"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"pbin_10"	"SumAbsDev"	"LargestDev"
"Tan"	0	0	0	1	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	0.68	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.045	"4"
"VLSI"	0	0	0	0	0	0	1	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	0.777	-0.024	-0.022	-0.089	1.165	"7"
"WHO"	0	0	0	0	2	0	0	0	0	0	0.171	0.132	0.065	0.418	0.146	0.154	0.334	0.109	0.101	0.371	-0.078	-0.059	-0.029	-0.203	2.273	-0.069	-0.159	-0.049	-0.045	-0.178	3.142	"5"
"WSTS"	0	0	0	0	1	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	1.137	-0.035	-0.079	-0.024	-0.022	-0.089	1.571	"5"
"WTO"	0	0	0	0	2	0	0	0	0	0	0.171	0.132	0.065	0.418	0.146	0.154	0.334	0.109	0.101	0.371	-0.078	-0.059	-0.029	-0.203	2.273	-0.069	-0.159	-0.049	-0.045	-0.178	3.142	"5"
"ZIP"	1	0	0	0	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	1.069	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.497	"1"
"一些"	0	1	0	0	0	0	2	0	0	1	0.342	0.263	0.13	0.835	0.292	0.307	0.668	0.219	0.202	0.743	-0.155	0.623	-0.057	-0.407	-0.132	-0.139	0.878	-0.098	-0.09	0.251	2.83	"7"
"一千六百七十六"	0	0	0	1	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	0.68	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.045	"4"
"一氧化碳"	1	0	0	0	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	1.069	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.497	"1"
"一百五十万"	0	0	0	0	0	0	0	0	0	1	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	0.731	1.109	"10"
"七"	0	0	0	0	0	0	0	0	0	1	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	0.731	1.109	"10"
"三九"	0	0	0	1	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	0.68	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.045	"4"
"上汽"	1	0	0	0	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	1.069	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.497	"1"
"上海"	0	0	0	5	0	0	0	0	0	3	0.683	0.526	0.26	1.67	0.584	0.615	1.336	0.437	0.403	1.486	-0.31	-0.236	-0.115	1.901	-0.263	-0.278	-0.635	-0.195	-0.18	0.763	4.876	"4"
"下乡"	0	0	0	0	2	0	0	0	0	0	0.171	0.132	0.065	0.418	0.146	0.154	0.334	0.109	0.101	0.371	-0.078	-0.059	-0.029	-0.203	2.273	-0.069	-0.159	-0.049	-0.045	-0.178	3.142	"5"
"下属"	0	0	0	3	0	0	0	0	0	0	0.256	0.197	0.097	0.626	0.219	0.231	0.501	0.164	0.151	0.557	-0.116	-0.089	-0.043	2.041	-0.099	-0.104	-0.238	-0.073	-0.067	-0.268	3.138	"4"
"下辖"	0	0	0	0	0	0	0	0	0	1	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	0.731	1.109	"10"
"不得"	0	1	0	0	0	0	1	0	0	0	0.171	0.132	0.065	0.418	0.146	0.154	0.334	0.109	0.101	0.371	-0.078	0.896	-0.029	-0.203	-0.066	-0.069	0.514	-0.049	-0.045	-0.178	2.127	"2"
"不满"	0	0	0	0	0	0	0	0	0	1	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	0.731	1.109	"10"
"专业"	0	1	0	1	0	0	4	0	0	0	0.512	0.395	0.195	1.253	0.438	0.461	1.002	0.328	0.302	1.114	-0.233	0.475	-0.086	-0.198	-0.198	-0.208	2.058	-0.146	-0.135	-0.535	4.272	"7"
"专人"	0	0	0	0	0	0	1	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	0.777	-0.024	-0.022	-0.089	1.165	"7"
"专家"	0	0	0	0	6	0	0	0	0	4	0.854	0.658	0.325	2.088	0.73	0.769	1.67	0.547	0.504	1.857	-0.388	-0.295	-0.143	-1.017	4.609	-0.347	-0.793	-0.244	-0.225	1.013	9.074	"5"
"专门"	0	0	0	0	0	0	3	0	0	0	0.256	0.197	0.097	0.626	0.219	0.231	0.501	0.164	0.151	0.557	-0.116	-0.089	-0.043	-0.305	-0.099	-0.104	2.332	-0.073	-0.067	-0.268	3.496	"7"
"世"	0	0	0	0	0	0	0	0	0	1	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	0.731	1.109	"10"
"世卫"	0	0	0	0	0	0	0	0	0	5	0.427	0.329	0.162	1.044	0.365	0.384	0.835	0.273	0.252	0.929	-0.194	-0.148	-0.072	-0.509	-0.165	-0.174	-0.397	-0.122	-0.112	3.655	5.548	"10"
"世界"	0	0	0	0	37	0	0	0	0	0	3.16	2.433	1.201	7.725	2.702	2.844	6.177	2.022	1.864	6.872	-1.434	-1.093	-0.53	-3.763	42.054	-1.285	-2.935	-0.903	-0.831	-3.302	58.13	"5"
"业"	0	0	0	1	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	0.68	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.045	"4"
"业务"	0	0	0	7	0	0	1	0	0	0	0.683	0.526	0.26	1.67	0.584	0.615	1.336	0.437	0.403	1.486	-0.31	-0.236	-0.115	3.946	-0.263	-0.278	-0.219	-0.195	-0.18	-0.714	6.456	"4"
"业绩"	0	0	0	4	0	0	0	0	0	0	0.342	0.263	0.13	0.835	0.292	0.307	0.668	0.219	0.202	0.743	-0.155	-0.118	-0.057	2.721	-0.132	-0.139	-0.317	-0.098	-0.09	-0.357	4.184	"4"
"业者"	0	4	0	0	0	0	0	0	0	0	0.342	0.263	0.13	0.835	0.292	0.307	0.668	0.219	0.202	0.743	-0.155	4.728	-0.057	-0.407	-0.132	-0.139	-0.317	-0.098	-0.09	-0.357	6.48	"2"
"东土"	0	0	0	0	0	0	0	1	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	1.262	-0.022	-0.089	1.705	"8"
"东帝士"	1	0	0	0	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	1.069	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.497	"1"
"东森"	1	0	0	0	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	1.069	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.497	"1"
"东港"	0	0	0	1	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	0.68	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.045	"4"
"东风"	1	0	0	0	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	1.069	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.497	"1"
"东鼎"	1	0	0	0	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	1.069	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.497	"1"
"个"	1	6	0	0	0	0	1	0	0	4	1.025	0.789	0.389	2.506	0.876	0.922	2.003	0.656	0.605	2.229	-0.139	4.277	-0.172	-1.221	-0.395	-0.417	-0.42	-0.293	-0.269	0.772	8.375	"2"
"个人"	0	1	0	0	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	1.182	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.619	"2"
"个体"	0	0	0	0	0	0	1	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	0.777	-0.024	-0.022	-0.089	1.165	"7"
"个别"	0	0	0	0	0	0	0	0	1	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	1.298	-0.089	1.743	"9"
"中亚"	0	0	0	0	0	0	0	0	0	1	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	0.731	1.109	"10"
"中介"	0	0	0	1	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	0.68	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.045	"4"
"中商"	0	0	0	1	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	0.68	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.045	"4"
"中国"	0	0	0	9	0	0	0	0	0	0	0.769	0.592	0.292	1.879	0.657	0.692	1.503	0.492	0.453	1.672	-0.349	-0.266	-0.129	6.123	-0.296	-0.313	-0.714	-0.22	-0.202	-0.803	9.415	"4"
"中外"	0	0	1	0	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	1.489	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.942	"3"
"中油"	1	0	0	0	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	1.069	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.497	"1"
"中百"	0	0	0	1	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	0.68	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.045	"4"
"中科院"	1	0	0	0	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	1.069	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.497	"1"
"为首"	0	0	0	0	0	0	0	1	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	1.262	-0.022	-0.089	1.705	"8"
"主义"	0	0	0	0	0	0	0	1	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	1.262	-0.022	-0.089	1.705	"8"
"主使"	0	0	0	0	0	1	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	1.114	-0.079	-0.024	-0.022	-0.089	1.546	"6"
"主办"	0	3	0	0	0	0	0	0	0	0	0.256	0.197	0.097	0.626	0.219	0.231	0.501	0.164	0.151	0.557	-0.116	3.546	-0.043	-0.305	-0.099	-0.104	-0.238	-0.073	-0.067	-0.268	4.859	"2"
"主嫌"	0	0	0	0	0	0	0	1	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	1.262	-0.022	-0.089	1.705	"8"
"主席"	1	0	0	2	0	3	0	0	1	3	0.854	0.658	0.325	2.088	0.73	0.769	1.67	0.547	0.504	1.857	0.229	-0.295	-0.143	-0.186	-0.329	1.442	-0.793	-0.244	0.394	0.553	4.608	"6"
"主权国"	0	0	0	0	1	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	1.137	-0.035	-0.079	-0.024	-0.022	-0.089	1.571	"5"
"主要"	0	0	0	0	0	0	1	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	0.777	-0.024	-0.022	-0.089	1.165	"7"
"义务"	0	0	0	0	0	0	1	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	0.777	-0.024	-0.022	-0.089	1.165	"7"
"义演"	0	1	0	0	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	1.182	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.619	"2"
"之类"	0	0	0	0	0	0	1	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	0.777	-0.024	-0.022	-0.089	1.165	"7"
"乒乓球"	0	1	0	0	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	1.182	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.619	"2"
"乒赛"	0	1	0	0	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	1.182	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.619	"2"
"争端"	0	0	0	0	0	0	0	0	1	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	1.298	-0.089	1.743	"9"
"事业"	0	0	0	1	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	0.68	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.045	"4"
"事关"	0	0	0	0	0	0	0	0	0	1	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	-0.039	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	0.731	1.109	"10"
"二十一"	1	0	0	0	0	0	0	0	0	0	0.085	0.066	0.032	0.209	0.073	0.077	0.167	0.055	0.05	0.186	1.069	-0.03	-0.014	-0.102	-0.033	-0.035	-0.079	-0.024	-0.022	-0.089	1.497	"1"
