"","_id","lemma","newspaper","region","formality","_cws.model","_ctxt.model","model.x","model.y","cluster"
"得分/N/CNA_CMN_20021103_wpr/46072","得分/N/CNA_CMN_20021103_wpr/46072","得分","CNA","Taiwan","quality","全/N;达阵/V;次/N;场/N;分/N;排名/N;败仗/N;积分/N","""<small>的 艾根队 带来 小 压力 。 艾根队 三十 十六 大挫</small> 纳 尔本队 , <u>全</u><sup>1.316</sup> <u>场</u><sup>2.68</sup> 秀 出 四 <u>次</u><sup>1.294</sup> <u>达阵</u><sup>5.358</sup> <span class='target'>得分</span> 。 苦 尝 <u>败仗</u><sup>3.566</sup> 的 佩比南 <u>积分</u><sup>1.773</sup> 十六 <u>分</u><sup>3.389</sup> <u>排名</u><sup>2.085</sup> <small>第三 。 A 组强队 法兰西队 三十五 十五 大胜 卡斯 队</small>""",3.98886175418983,0.146508379849953,NA
"进球/N/XIN_CMN_20011106_wpr/42263","进球/N/XIN_CMN_20011106_wpr/42263","进球","XIN","Mainland","quality","个/N;河南队/N;比赛/N;四川队/N;击败/V","""<small>重要 作用 此 可见一斑 。 另外 一 场 势 力</small> 敌 的 <u>比赛</u><sup>2.733</sup> 中 , <u>河南队</u><sup>2.798</sup> 赵晓燕 的 一 <u>个</u><sup>1.536</sup> <span class='target'>进球</span> <u>击败</u><sup>2.67</sup> 了 <u>四川队</u><sup>3.102</sup> 。 以色列 外长 草拟 解决 巴 争端 <small>新 计划 新华社 耶路撒冷 11月 6日 电 ( 记者 蒋国鹏</small>""",1.31609159689757,3.25456024130253,NA
"得分/N/XIN_CMN_19960720_wpr/15122","得分/N/XIN_CMN_19960720_wpr/15122","得分","XIN","Mainland","quality","队员/N;2/N;没有/V;安哥拉队/N;主力/N;手/N;篮板/N","""<small>赢 了 中国队 10 分 的 非洲 冠军 安哥拉队 。</small> <u>安哥拉队</u><sup>3.064</sup> 中 <u>没有</u><sup>1.122</sup> <u>2</u><sup>1.227</sup> 米 以上 的 高个 <u>队员</u><sup>2.795</sup> , <span class='target'>得分</span> <u>手</u><sup>2.572</sup> 和 <u>篮板</u><sup>4.755</sup> 王康赛卡 和 上 届 奥运会 <u>主力</u><sup>3.093</sup> 康勃拉 <small>阵 中 。 正式 报 名单 中 唯一 参加 过</small>""",-0.305094538294116,-1.72979493790408,4
"得分/N/CNA_CMN_20000630_wpr/145550","得分/N/CNA_CMN_20000630_wpr/145550","得分","CNA","Taiwan","quality",";高于/V;分/N;表现/V","""<small>僱 求 的 标准 」 及 「 高于 僱主 要求</small> 的 标准 」 中间 , 其中 百分之十四 的 毕业生 的 <span class='target'>得分</span> <u>高于</u><sup>1.379</sup> 四 <u>分</u><sup>3.389</sup> , 表示 他们 的 <u>表现</u><sup>1.765</sup> 「 」 <small>和 「 」 高于 僱主 要求 的 标准 。 毕业生</small>""",6.68236516986668,0.646952744255112,NA
"进球/N/CNA_CMN_19970912_wpr/5124","进球/N/CNA_CMN_19970912_wpr/5124","进球","CNA","Taiwan","quality","个/N;不错/V;第一/N;郑志龙/N;虽然/C;个/N;比数/N;第一/N;中华队/N","""<small>朱志清 开始 打 得 好 , 但 后来 篮板球 的</small> 控制 掌握 的 <u>不错</u><sup>1.706</sup> ; <u>郑志龙</u><sup>4.189</sup> <u>虽然</u><sup>1.008</sup> 是 <u>第一</u><sup>1.221</sup> <u>个</u><sup>1.536</sup> <span class='target'>进球</span> 的 人 是 <u>第一</u><sup>1.221</sup> <u>个</u><sup>1.536</sup> 让 <u>中华队</u><sup>2.299</sup> <u>比数</u><sup>4.062</sup> 超前 的 <small>球员 , 但 古 吉 认为 阿龙 发挥 平常 的</small>""",1.71965898162739,-2.08591987230762,NA
"进球/N/XIN_CMN_20000430_wpr/40840","进球/N/XIN_CMN_20000430_wpr/40840","进球","XIN","Mainland","quality","个/N;3/N;队/N;球/N;裁判/N;浦东队/N;联赛/N;无效/V;判罚/V;算/V","""<small>对方 很多 兵力 。 他 在场 上 很 努力 ,</small> 我们 <u>球</u><sup>3.96</sup> <u>队</u><sup>3.105</sup> 很 有用 。 他 有 <u>3</u><sup>1.891</sup> <u>个</u><sup>1.536</sup> <span class='target'>进球</span> <u>裁判</u><sup>3.221</sup> <u>判罚</u><sup>4.143</sup> <u>无效</u><sup>3.266</sup> , <u>算</u><sup>1.143</sup> ! ” 谈到 <u>浦东队</u><sup>3.913</sup> <u>联赛</u><sup>3.25</sup> <small>中 的 表现 时 , 霍顿 说 : “ 浦东队</small>""",-0.758670246846466,3.20844913972869,NA
"得分/N/XIN_CMN_20000513_wpr/2349","得分/N/XIN_CMN_20000513_wpr/2349","得分","XIN","Mainland","quality","传球/N;破门/N;防线/N;练/V;上海队/N;主教/N","""<small>, 加快 攻防 转换 速度 , 少 带 球 ,</small> 多 <u>传球</u><sup>4.636</sup> , 多 运动战 扯开 方 <u>防线</u><sup>2.975</sup> 而 <u>破门</u><sup>6.019</sup> <span class='target'>得分</span> 。 据悉 , <u>上海队</u><sup>3.455</sup> <u>主教</u><sup>2.121</sup> <u>练</u><sup>1.502</sup> 彼德洛维奇 胸有成竹 , 力 <small>争 保持 “ 上海 申花队 天津 队不 败 ” 的</small>""",-5.34647728979303,-0.013799425389584,NA
"进球/N/CNA_CMN_20020612_wpr/52202","进球/N/CNA_CMN_20020612_wpr/52202","进球","CNA","Taiwan","quality","唯一/N;阿根廷队/N;攻入/V;瑞典/N;阿根廷队/N","""<small>, 随后 零 一 输给 了 世仇 英格兰队 。 巴提斯图塔</small> ︵ Gabriel Batistuta ︶ 只 为 <u>阿根廷队</u><sup>3.603</sup> <u>攻入</u><sup>5.681</sup> <u>唯一</u><sup>3.441</sup> 的 <span class='target'>进球</span> 。 <u>阿根廷队</u><sup>3.603</sup> 总教练 比尔萨 ︵ Bielsa ︶ 打算 迎击 <u>瑞典</u><sup>1.111</sup> <small>队 时 试图 作 些 变化 。 他 尝试 阵</small>""",-2.14760672873922,2.83798349924725,NA
"破门/N/XIN_CMN_19910408_wpr/14996","破门/N/XIN_CMN_19910408_wpr/14996","破门","XIN","Mainland","quality","分钟/N;门/N;两/N;后/N;对方/N;起脚/V;前/N;球迷/N;平局/N;脚/N;扳成/V","""<small>破 网 得分 。 中国 球迷 迅速 发动 反攻 ,</small> <u>两</u><sup>1.213</sup> <u>分钟</u><sup>5.096</sup> <u>后</u><sup>1.272</sup> <u>对方</u><sup>4.144</sup> <u>门</u><sup>3.157</sup> <u>前</u><sup>1.745</sup> 的 混乱 中 <u>起脚</u><sup>5.802</sup> <span class='target'>破门</span> , <u>扳成</u><sup>5.389</sup> <u>平局</u><sup>3.878</sup> 。 , 中国 <u>球迷</u><sup>2.073</sup> 一 <u>脚</u><sup>4.434</sup> 中 <small>传 , 恰到好处 , 得 球 队员 迅速 起脚 ,</small>""",-5.53717232090435,0.780354421924048,NA
"得分/N/CNA_CMN_20020520_wpr/51400","得分/N/CNA_CMN_20020520_wpr/51400","得分","CNA","Taiwan","quality","进攻/V;中场/N;对方/N;轮流/V;攻守/V;攻/V","""<small>这 种 阵型 最 重视 之 处 , 两 边</small> 后 卫 <u>轮流</u><sup>1.731</sup> 进入 <u>中场</u><sup>3.138</sup> , <u>进攻</u><sup>3.724</sup> 或 化解 <u>对方</u><sup>3.428</sup> <span class='target'>得分</span> 危机 。 这 种 阵法 <u>攻守</u><sup>4.1</sup> 兼顾 , 进 <u>攻</u><sup>3.08</sup> <small>退 守 , 并 比赛 手 情况 中场 增加 人手</small>""",-4.22715629024761,-2.62458502024687,NA
"进球/N/XIN_CMN_20020317_wpr/29816","进球/N/XIN_CMN_20020317_wpr/29816","进球","XIN","Mainland","quality","个/N;4/N;分钟/N;上半场/N;11/N;前锋/N;金德队/N","""<small>主场 救 ; 二 是 沈阳 金德队 不再 是 去年</small> 任 人 宰割 的 “ 鱼腩 ” 。 <u>4</u><sup>1.73</sup> <u>个</u><sup>1.536</sup> <span class='target'>进球</span> 出现 <u>上半场</u><sup>4.732</sup> , 第18 <u>分钟</u><sup>4.038</sup> , <u>金德队</u><sup>4.265</sup> <u>前锋</u><sup>4.451</sup> 、 <u>11</u><sup>1.462</sup> <small>号 杜萍 主队 禁区 前来 了 个 漂亮 的 二过</small>""",-4.18324989765081,1.06093356992088,NA
"得分/N/XIN_CMN_20000626_wpr/62348","得分/N/XIN_CMN_20000626_wpr/62348","得分","XIN","Mainland","quality","中场/N;平平/V;优势/N;锋线/N;表现/V;法国队/N;突/V;手/N;前/N","""<small>场 比赛 , 但 西班牙队 球员 的 拼 抢 面前</small> <u>中场</u><sup>3.138</sup> <u>优势</u><sup>1.831</sup> 明显 体现 。 <u>法国队</u><sup>2.382</sup> <u>锋线</u><sup>3.718</sup> <u>表现</u><sup>1.765</sup> <u>平平</u><sup>2.115</sup> , <span class='target'>得分</span> <u>手</u><sup>2.572</sup> 亨利 一 人 <u>突</u><sup>1.614</sup> <u>前</u><sup>1.163</sup> , 有 大 的 <small>作为 , 以至 下 半 时 安内 尔卡 替换 ,</small>""",-3.30543388318584,-1.71504670479916,NA
"得分/N/CNA_CMN_19990129_wpr/58510","得分/N/CNA_CMN_19990129_wpr/58510","得分","CNA","Taiwan","quality","得分/N;","""<small>营养学家 的 评比 , 大 部 分 人 饮食 的</small> <u>得分</u><sup>4.774</sup> 为 B , 而 东南亚 地区 出生 者 的 <span class='target'>得分</span> 为 A 减 。 澳洲 联邦 卫生部长 伍德 里 兹 <small>说 , 这 项 调查 结果 最 令 人 忧心</small>""",-1.2901220888856,-3.80814937037222,NA
"进球/N/XIN_CMN_20030921_wpr/50227","进球/N/XIN_CMN_20030921_wpr/50227","进球","XIN","Mainland","quality","个/N;3/N;八一/N;战胜/V;妙传/N;马拉/N;国脚/N;罗马尼亚/N","""<small>艾默森 表现出 色 , 使 康 师傅队 3 : 1</small> <u>战胜</u><sup>2.71</sup> <u>八一</u><sup>2.704</sup> 湘潭队 , 康 师 傅队 的 <u>3</u><sup>1.891</sup> <u>个</u><sup>1.536</sup> <span class='target'>进球</span> <u>罗马尼亚</u><sup>1.385</sup> <u>国脚</u><sup>3.956</sup> <u>马拉</u><sup>2.078</sup> 的 <u>妙传</u><sup>4.873</sup> 直接 相关 。 ( 体育 <small>) 亚洲 田径 锦标赛 梁淑艳 痛失 跳远 金牌 新华社 马尼拉</small>""",-2.20520936196859,3.79788777179249,NA
"得分/N/CNA_CMN_20010520_wpr/26200","得分/N/CNA_CMN_20010520_wpr/26200","得分","CNA","Taiwan","quality","高/V;平均/N;评分/V;分/N;及格/V","""<small>项 , 其中 劳工 政 策 不满意 超过 六成六七 为最</small> <u>高</u><sup>1.661</sup> , 若 受 访 民众 <u>评分</u><sup>3.854</sup> , 新政府 <u>平均</u><sup>2.726</sup> <span class='target'>得分</span> 为 四十八点二 <u>分</u><sup>3.389</sup> , <u>及格</u><sup>2.048</sup> 。 这 项 调查 是 <small>立法委员 洪昭男 ( 分区 ) 所 主持 , 利用 电话</small>""",7.14747882939802,1.20214314671002,NA
"得分/N/CNA_CMN_19940501_wpr/29677","得分/N/CNA_CMN_19940501_wpr/29677","得分","CNA","Taiwan","quality","保有/V;邮差/N;进攻/V;分/N;最多/D;最多/V;单场/N;篮板球/N","""<small>球员 方面 , 最 让 人称 道 的 首推 幸福队</small> 的 「 <u>邮差</u><sup>3.782</sup> 」 爱德华 , 他 一 人 <u>保有</u><sup>1.292</sup> <span class='target'>得分</span> <u>最多</u><sup>3.026</sup> 的 一百三十二 <u>分</u><sup>3.389</sup> 、 <u>单场</u><sup>5.575</sup> <u>进攻</u><sup>3.724</sup> <u>篮板球</u><sup>5.052</sup> <u>最多</u><sup>1.555</sup> 十二 <small>个 、 单场 罚球 次数 最多 十八 次 、 进</small>""",4.50986005107287,-1.36775260353352,NA
"得分/N/CNA_CMN_19950420_wpr/128146","得分/N/CNA_CMN_19950420_wpr/128146","得分","CNA","Taiwan","quality","刺杀/V;但/C;李居明/N;本垒/N;林百亨/N;前/N;奔回/V;林百亨/N;得分/N","""<small>, 虎队 鹰侠 触杀 王光辉 出局 , 传 二垒 刺杀</small> <u>林百亨</u><sup>5.609</sup> , <u>但</u><sup>1.11</sup> <u>刺杀</u><sup>2.111</sup> <u>林百亨</u><sup>5.609</sup> <u>前</u><sup>1.163</sup> , <u>李居明</u><sup>3.829</sup> <u>奔回</u><sup>6.164</sup> <u>本垒</u><sup>5.949</sup> <span class='target'>得分</span> , 因此 主 审判 <u>得分</u><sup>4.774</sup> 算数 。 纪录组 认为 <u>林百亨</u><sup>5.609</sup> <small>刺杀 时 , 李居明 到达 本 垒 , 是 双杀</small>""",0.625010064581093,-4.50478173463798,NA
"得分/N/XIN_CMN_19980719_wpr/6873","得分/N/XIN_CMN_19980719_wpr/6873","得分","XIN","Mainland","quality","攻/V;击/V;最后/N;直接/V;记/N;发球/N;结束/V;比赛/N;获得/V","""<small>急躁 , 主动 失误 增多 ; 中国队 增加 了 发球</small> 的 <u>攻</u><sup>3.08</sup> <u>击</u><sup>1.092</sup> 性 , <u>最后</u><sup>2.019</sup> 一 <u>记</u><sup>3.155</sup> <u>发球</u><sup>5.193</sup> <u>直接</u><sup>1.852</sup> <span class='target'>得分</span> <u>结束</u><sup>1.158</sup> 了 <u>比赛</u><sup>2.314</sup> 。 这 是 中国 代表团 <u>获得</u><sup>1.221</sup> 的 <small>第二十一 枚 金牌 。 中国 选手 世界 青年 运动会 上</small>""",-3.30926166955447,-3.3876537275109,NA
"得分/N/CNA_CMN_19950411_wpr/59424","得分/N/CNA_CMN_19950411_wpr/59424","得分","CNA","Taiwan","quality","高/V;最/D;支/N;全/N;二垒/N;上垒/V;打/V","""<small>场 赛 中 无役 , 打点 十分 和 全垒打 三</small> <u>支</u><sup>1.287</sup> 居 <u>全</u><sup>1.316</sup> 联盟 <u>最</u><sup>1.179</sup> <u>高</u><sup>1.661</sup> 外 , 另外 有 <span class='target'>得分</span> 、 <u>二垒</u><sup>4.709</sup> <u>打</u><sup>2.041</sup> 、 垒打数 以及 <u>上垒</u><sup>3.819</sup> 率 、 长 <small>打 率 、 打击率 总计 八 项 居 全 联盟</small>""",0.511631564994,-4.53060318210974,NA
"得分/N/CNA_CMN_19991112_wpr/38562","得分/N/CNA_CMN_19991112_wpr/38562","得分","CNA","Taiwan","quality","不但/C;三民/N;记/N;三分球/N;功臣/N;球员/N;得分/N","""<small>十三 中 五 , 罚球 四 记 全 中 ,</small> <u>三分球</u><sup>4.447</sup> 中 了 一 <u>记</u><sup>3.155</sup> , <u>不但</u><sup>1.038</sup> 是 <u>三民</u><sup>2.708</sup> 的 <span class='target'>得分</span> <u>功臣</u><sup>3.532</sup> , 是 今天 四 校 所有 <u>球员</u><sup>3.405</sup> 中 <u>得分</u><sup>4.774</sup> <small>最多 者 。 治平 中学 阳明 高中 一 役 中</small>""",-0.971377996150922,-1.47879131837358,NA
"得分/N/CNA_CMN_20020718_wpr/61618","得分/N/CNA_CMN_20020718_wpr/61618","得分","CNA","Taiwan","quality","平均/N;场/N;盖帽/N;篮板/N;火锅/N","""<small>十点八 、 七点四 个 篮板 , 盖帽 的 火锅 投篮</small> 有 二 点 二二 个 ; 八 <u>场</u><sup>2.68</sup> 季末赛 <u>平均</u><sup>2.726</sup> <span class='target'>得分</span> 十一点三 、 七 个 六 个 <u>篮板</u><sup>4.755</sup> 、 <u>盖帽</u><sup>4.758</sup> <u>火锅</u><sup>3.154</sup> <small>投篮 有 二点八 个 。 910718 半导体 设备 销售 持续</small>""",4.7402530957187,-1.67647955690094,NA
"进球/N/XIN_CMN_20030922_wpr/55042","进球/N/XIN_CMN_20030922_wpr/55042","进球","XIN","Mainland","quality","在场/V;全/N;队/N;关键/N;球队/N;加纳队/N;年轻/V","""<small>。 孙雯 不仅 队 中 起 着 老大姐 的 作用</small> , <u>在场</u><sup>1.672</sup> 上 带领 <u>全</u><sup>1.248</sup> <u>队</u><sup>3.105</sup> 拚搏 , <u>关键</u><sup>1.171</sup> 立功 <span class='target'>进球</span> 。 <u>加纳队</u><sup>3.908</sup> 是 一 支 比较 <u>年轻</u><sup>1.411</sup> 的 <u>球队</u><sup>2.882</sup> , <small>拼 抢 非常 积极 , 全 场 铲球 达 25</small>""",0.531908777547963,3.74461076649859,3
"得分/N/CNA_CMN_19990106_wpr/135227","得分/N/CNA_CMN_19990106_wpr/135227","得分","CNA","Taiwan","quality","纪录/N;球员/N;得分/N;先发/V;超过/V;两/N;老将/N;位数/N;上场/V;颜/N;行书/N","""<small>八 个 篮板 。 战神队 全 队 得分 平均 ,</small> 十 位 <u>球员</u><sup>3.405</sup> 有 <u>得分</u><sup>4.774</sup> <u>纪录</u><sup>2.032</sup> , 五 位 <u>球员</u><sup>3.405</sup> <span class='target'>得分</span> <u>超过</u><sup>1.73</sup> <u>两</u><sup>1.204</sup> <u>位数</u><sup>5.042</sup> , 其中 <u>老将</u><sup>2.583</sup> <u>颜</u><sup>2.153</sup> <u>行书</u><sup>4.038</sup> <u>先发</u><sup>3.315</sup> <u>上场</u><sup>3.494</sup> <small>, 领先 , 他 个人 全 场 独得 十七 分</small>""",3.1731132661863,-0.835669190073435,NA
"进球/N/XIN_CMN_19981121_wpr/3675","进球/N/XIN_CMN_19981121_wpr/3675","进球","XIN","Mainland","quality","获胜/V;后卫/N;粒/N;:/C;使得/V;击败/V;1/N;2/N;鹿岛/N;鹿角队/N;客场/N","""<small>足球 联赛 总决赛 鹿岛 鹿角队 第一 回合 2 : 1</small> <u>获胜</u><sup>2.923</sup> 新华社 北京 11月 21日电 <u>后卫</u><sup>3.849</sup> 室井 的 一 <u>粒</u><sup>5.98</sup> <span class='target'>进球</span> , <u>使得</u><sup>1.58</sup> <u>鹿岛</u><sup>3.9</sup> <u>鹿角队</u><sup>4.651</sup> 东京 <u>客场</u><sup>4.394</sup> <u>2</u><sup>2.291</sup> <u>:</u><sup>1.134</sup> <u>1</u><sup>2.177</sup> <u>击败</u><sup>2.67</sup> <small>卫冕 的 磐田 喜悦 队 , 赢得 本年度 日本 职业</small>""",-0.816800215054824,3.52020447714518,NA
"得分/N/CNA_CMN_20000516_wpr/8084","得分/N/CNA_CMN_20000516_wpr/8084","得分","CNA","Taiwan","quality","莫宁/N;比/V;史普瑞威尔/N;分/N;主力/N;拿下/V;豪斯/N;虽/C","""<small>场 球 。 尼克 乏善可陈 , 中锋 尤英 十二 分</small> , 明显 乔治城 大学 学弟 <u>莫宁</u><sup>3.702</sup> <u>比</u><sup>1.316</sup> 了 下去 , <span class='target'>得分</span> <u>主力</u><sup>3.093</sup> <u>豪斯</u><sup>5.358</sup> <u>史普瑞威尔</u><sup>5.633</sup> <u>虽</u><sup>1.369</sup> <u>拿下</u><sup>3.462</sup> 十七 <u>分</u><sup>3.389</sup> 与 十六 <u>分</u><sup>3.389</sup> <small>, 表现 平 平 。 意外 独领 风骚 的 是</small>""",4.41271063263347,-1.52519293531762,NA
