"","_id","lemma","newspaper","region","formality","_cws.model","_ctxt.model","model.x","model.y","cluster"
"前锋/N/CNA_CMN_20010512_wpr/91061","前锋/N/CNA_CMN_20010512_wpr/91061","前锋","CNA","Taiwan","quality","NBA/F;超音速队/N;李安东/N","""<small>法治 委员会 主席 柏拉秀 及 欧盟 党团 副主席 考林斯 等</small> 二十多 位 重要 议 员 。 900512 <u>NBA</u><sup>3.7</sup> <u>超音速队</u><sup>4.456</sup> 小 <span class='target'>前锋</span> 派特森 控 企图 强姦罪 ( 中央社 记者 <u>李安东</u><sup>3.042</sup> 台北 十二日 <small>综合 报导 ) 西雅图 超音速 队 的 小 前锋 鲁宾</small>""",6.24928140598796,-2.00375501041261,NA
"前锋/N/XIN_CMN_20040529_wpr/46432","前锋/N/XIN_CMN_20040529_wpr/46432","前锋","XIN","Mainland","quality","可谓/V;队/N;比赛/N;分钟/N;门/N;第15/N;表现/V;前/N;抢眼/V","""<small>妙传 , 为 客队 锁定 胜局 。 青岛 贝 莱特队</small> 与 北京 现代队 的 <u>比赛</u><sup>1.85</sup> <u>可谓</u><sup>1.038</sup> 波澜 起伏 。 <u>队</u><sup>2.866</sup> <span class='target'>前锋</span> 孙新波 <u>表现</u><sup>1.726</sup> <u>抢眼</u><sup>2.985</sup> , <u>第15</u><sup>2.82</sup> <u>分钟</u><sup>3.945</sup> , 他 <u>门</u><sup>2.285</sup> <u>前</u><sup>1.248</sup> <small>抢 点 为 青岛队 下 一 城 。 第43 分</small>""",-4.16134362935695,-2.69313726529058,NA
"前锋/N/XIN_CMN_20010206_wpr/53299","前锋/N/XIN_CMN_20010206_wpr/53299","前锋","XIN","Mainland","quality","最佳/V;韦伯/N;迪瓦茨/N;罗宾逊/N;阵容/N;卡塞尔/N;阿兰/N","""<small>。 本周 最佳 碰撞 是 国王 周二 挑战 雄鹿 。</small> 国王 拥有 <u>韦伯</u><sup>4.805</sup> 、 斯托贾库维奇 和 <u>迪瓦茨</u><sup>4.743</sup> 这样 的 <u>最佳</u><sup>2.559</sup> <span class='target'>前锋</span> <u>阵容</u><sup>3.592</sup> , 而 雄鹿 有 <u>卡塞尔</u><sup>4.192</sup> 、 <u>阿兰</u><sup>3.885</sup> 和 <u>罗宾逊</u><sup>3.726</sup> <small>三 把 火枪 , 尽管 时日 , 但 排除 他们</small>""",4.40010656465428,-0.857009208332404,NA
"射手/N/XIN_CMN_20040428_wpr/77481","射手/N/XIN_CMN_20040428_wpr/77481","射手","XIN","Mainland","quality","慕尼黑/N;最佳/V;德甲/N;联赛/N;1860/N;队/N;获得/V;称号/N","""<small>欧洲 联 盟 杯赛 冠军 , 2000年 和 2002年 效力</small> <u>慕尼黑</u><sup>3.066</sup> <u>1860</u><sup>4.933</sup> <u>队</u><sup>2.78</sup> 时 两 次 <u>获得</u><sup>1.582</sup> <u>德甲</u><sup>5.683</sup> <u>联赛</u><sup>4.212</sup> <u>最佳</u><sup>4.718</sup> <span class='target'>射手</span> <u>称号</u><sup>3.752</sup> 。 ( 国际 ) 安理会 通过 决议 防止 大规模 <small>杀伤性 武器 扩散 ( 国际 ) 安理会 通过 决议 防止</small>""",-4.82986858987656,3.33764720126528,NA
"前锋/N/CNA_CMN_19920418_wpr/14694","前锋/N/CNA_CMN_19920418_wpr/14694","前锋","CNA","Taiwan","quality","译/V;论坛报/N","""<small>, 有助于 打破 政府 信用 的 控制 , 建立 政府</small> 与 业 划清 界线 的 政策 。 ( <u>译</u><sup>5.043</sup> 国际 <span class='target'>前锋</span> <u>论坛报</u><sup>5.795</sup> ) 我国 乌克兰 设 办事处 时机 更 成熟 ( <small>中央社 台北 十八 日 电 ) 外交部 次长 章孝严 今天</small>""",4.22547347328108,5.40873958516384,5
"前锋/N/XIN_CMN_20040620_wpr/58455","前锋/N/XIN_CMN_20040620_wpr/58455","前锋","XIN","Mainland","quality","葡萄牙/N;急于/V;表现/V;破门/N;皮球/N;球门/N;频频/V;把守/V;射/V;西班牙队/N","""<small>保平 晋 级 。 双方 这 一 心理 差异 开场</small> 之初 明显 <u>表现</u><sup>1.726</sup> 了 出来 。 <u>急于</u><sup>1.551</sup> <u>破门</u><sup>4.803</sup> 的 <u>葡萄牙</u><sup>1.828</sup> <span class='target'>前锋</span> <u>频频</u><sup>1.968</sup> <u>皮球</u><sup>4.253</sup> <u>射</u><sup>2.921</sup> 卡西利亚斯 <u>把守</u><sup>3.668</sup> 的 <u>西班牙队</u><sup>2.971</sup> <u>球门</u><sup>4.592</sup> , 上 <small>半 场 最 惊险 的 射门 出现 第44 分钟 ,</small>""",-1.50079963402959,-3.87665532811491,NA
"射手/N/XIN_CMN_20020508_wpr/4969","射手/N/XIN_CMN_20020508_wpr/4969","射手","XIN","Mainland","quality","联赛/N;受伤/V;领先/V;赛季/N;榜/N","""<small>美国 大联盟 效力 新泽西 / 纽约 城市 之 星 队</small> 。 上 <u>赛季</u><sup>4.349</sup> , 他 膝盖 <u>受伤</u><sup>1.304</sup> 前 <u>领先</u><sup>1.914</sup> <u>联赛</u><sup>4.212</sup> <span class='target'>射手</span> <u>榜</u><sup>5.996</sup> , 因为 6月 接受 手术 , 耽误 了 余下 <small>的 赛事 。 尽管 足球 美国 并 炙手可热 , 但</small>""",-5.35277016622279,3.03752312131335,NA
"前锋/N/XIN_CMN_20000524_wpr/11681","前锋/N/XIN_CMN_20000524_wpr/11681","前锋","XIN","Mainland","quality","足球/N;泰山/N;鲁能/N;队/N;申花队/N;德/N;甲/N;主教练/N;宿茂臻/N","""<small>、 彼德 洛维奇 停赛 罚款 新华社 北京 5月 24日电 中国</small> <u>足球</u><sup>1.952</sup> 协会 今天 这里 宣布 , 山东 <u>鲁能</u><sup>2.881</sup> <u>泰山</u><sup>1.689</sup> <u>队</u><sup>2.866</sup> <span class='target'>前锋</span> <u>宿茂臻</u><sup>5.875</sup> 和 上海 <u>申花队</u><sup>3.532</sup> <u>主教练</u><sup>2.599</sup> 彼 <u>德</u><sup>1.754</sup> 洛维奇 因 <u>甲</u><sup>1.055</sup> <small>A 联赛 第十 轮 和 第十一 轮 的 比赛 中</small>""",-3.128521072622,1.90320864362935,NA
"前锋/N/XIN_CMN_19990326_wpr/51015","前锋/N/XIN_CMN_19990326_wpr/51015","前锋","XIN","Mainland","quality","分钟/N;河床队/N;打/V;卡斯蒂略/N;球/N;攻入/V","""<small>时 卡尔 达斯 队 前锋 孔戈 严重 犯规 罚 出场</small> 。 <u>河床队</u><sup>4.462</sup> 利用 多 <u>打</u><sup>1.706</sup> 少 的 优势 78 <u>分钟</u><sup>3.945</sup> <span class='target'>前锋</span> <u>卡斯蒂略</u><sup>5.429</sup> <u>攻入</u><sup>4.496</sup> 了 第三 个 <u>球</u><sup>3.971</sup> 。 到 目前 为止 <small>, 第二 组 中 哥伦比亚 的 卡利 竞技队 四 战</small>""",-2.91509089795799,-3.30925922899349,2
"前锋/N/XIN_CMN_19991105_wpr/2373","前锋/N/XIN_CMN_19991105_wpr/2373","前锋","XIN","Mainland","quality","张效瑞/N;李铁/N;黄勇/N;肇俊哲/N;李金羽/N;张玉/N;抢/V;宁和/V;善于/V","""<small>陶伟 、 李玮峰 、 舒畅 和 郑智 , 前 卫队</small> 员 <u>黄勇</u><sup>3.587</sup> 、 <u>李铁</u><sup>3.722</sup> 、 <u>张效瑞</u><sup>5.37</sup> 和 <u>肇俊哲</u><sup>5.172</sup> 组成 , <span class='target'>前锋</span> 是 <u>善于</u><sup>1.583</sup> <u>抢</u><sup>2.347</sup> 点 的 <u>张玉</u><sup>4.702</sup> <u>宁和</u><sup>3.432</sup> <u>李金羽</u><sup>5.527</sup> 。 其中 <small>张效瑞 和 舒畅 分别 取代 隋东亮 和 孙继海 出战 。</small>""",-0.996880182389998,-1.75485641976248,NA
"射手/N/CNA_CMN_19970816_wpr/94479","射手/N/CNA_CMN_19970816_wpr/94479","射手","CNA","Taiwan","quality","表现/N;位/N;身高/N;公分/N;中锋/N","""<small>十八 分 , 有 四 个 三分球 、 七 个</small> 二分球 的 <u>表现</u><sup>1.653</sup> , 是 一 <u>位</u><sup>1.355</sup> 刁 钻 的 <span class='target'>射手</span> , 南韩队 中 <u>身高</u><sup>1.855</sup> 一百九十八 <u>公分</u><sup>2.164</sup> 的 <u>中锋</u><sup>3.806</sup> 姜志淑 今天 <small>上场 。 中华 国泰队 晚间 八时 出战 美国 青年 女子</small>""",2.72699819703771,-1.91645783017124,NA
"前锋/N/XIN_CMN_19950608_wpr/8441","前锋/N/XIN_CMN_19950608_wpr/8441","前锋","XIN","Mainland","quality","巩晓彬/N;阵容/N;中国队/N;刘玉栋/N;场/N;中锋/N;胡卫东/N;后卫/N;孙军/N;丁伟/N","""<small>和 张劲松 、 后卫 阿 的 江 。 下 半</small> <u>场</u><sup>2.138</sup> <u>中国队</u><sup>2.526</sup> 的 <u>阵容</u><sup>3.592</sup> 是 <u>中锋</u><sup>5.509</sup> <u>巩晓彬</u><sup>4.479</sup> 和 <u>刘玉栋</u><sup>4.218</sup> 、 <span class='target'>前锋</span> <u>胡卫东</u><sup>4.694</sup> 和 <u>丁伟</u><sup>3.734</sup> 、 <u>后卫</u><sup>5.759</sup> 吴庆龙 。 其中 <u>孙军</u><sup>4.542</sup> 和 <small>巩晓彬 拿下 17 分 和 16 分 , 成为 各自</small>""",1.29544400293368,-1.63845154697673,NA
"前锋/N/XIN_CMN_20010201_wpr/54496","前锋/N/XIN_CMN_20010201_wpr/54496","前锋","XIN","Mainland","quality","先发/V;主力/N;著名/V;后卫/N;分钟/N;巩晓彬/N;场/N","""<small>节 开始 派上 了 多 名 年轻 队员 , 以前</small> 的 <u>主力</u><sup>4.606</sup> 组织 <u>后卫</u><sup>5.759</sup> 鞠 维松 <u>先发</u><sup>4.212</sup> , 而 <u>著名</u><sup>2.664</sup> <span class='target'>前锋</span> <u>巩晓彬</u><sup>4.479</sup> 是 全 <u>场</u><sup>2.138</sup> 一 <u>分钟</u><sup>3.945</sup> 上 。 这 个 <small>年轻 的 阵容 有 朝气 、 速度 快 , 与</small>""",0.746846866040483,-1.56850768227592,NA
"前锋/N/CNA_CMN_19960119_wpr/107607","前锋/N/CNA_CMN_19960119_wpr/107607","前锋","CNA","Taiwan","quality","巴黎/N;华尔街日报/N;论坛报/N","""<small>加入 世贸组织 , 非常 不利 。 在 欧洲 具有 影响力</small> 的 伦敦 「 金融时报 」 、 <u>巴黎</u><sup>1.243</sup> 「 国 际 <span class='target'>前锋</span> <u>论坛报</u><sup>5.795</sup> 」 、 「 <u>华尔街日报</u><sup>1.02</sup> 欧洲版 」 、 日内瓦 「 <small>论 坛 报 」 , 昨天 和 今天 分别 刊载</small>""",3.8444113651438,5.19891514897556,NA
"前锋/N/CNA_CMN_19960805_wpr/80394","前锋/N/CNA_CMN_19960805_wpr/80394","前锋","CNA","Taiwan","quality","陆军/N;","""<small>继续 苏格兰 外海 的 谢特兰 ( SHETLAND ) 盆地 西方</small> 进行 , 英 国 有 的 意外 发现 。 <u>陆军</u><sup>1.174</sup> <span class='target'>前锋</span> 部队 不眠不休 支援板 桥 地区 救灾 ( 中央社 台北县 五 <small>日 电 ) 陆军 前锋 部队 投入 支援板 桥 地区</small>""",1.62031630452291,4.04827085917929,NA
"前锋/N/CNA_CMN_20000317_wpr/11439","前锋/N/CNA_CMN_20000317_wpr/11439","前锋","CNA","Taiwan","quality","控球/N;位置/N;后卫/N;得分/N;球员/N;快攻/V;胜任/V;打/V","""<small>个 韧性 十足 , 可以 胜任 好 几 个 不同</small> <u>位置</u><sup>2.867</sup> , 包括 <u>得分</u><sup>3.93</sup> <u>后卫</u><sup>5.759</sup> , <u>控球</u><sup>4.553</sup> <u>后卫</u><sup>5.759</sup> 与 小 <span class='target'>前锋</span> 的 全 方位 <u>球员</u><sup>3.256</sup> , 既 <u>打</u><sup>1.706</sup> <u>快攻</u><sup>3.257</sup> , <u>胜任</u><sup>3.06</sup> <small>水洩不通 的 半 场 防守 。 他 担任 先发 控球</small>""",0.426642517108354,-2.41693452246469,NA
"前锋/N/CNA_CMN_20040127_wpr/64566","前锋/N/CNA_CMN_20040127_wpr/64566","前锋","CNA","Taiwan","quality","骑士队/N;布瑟/N;前锋/N;灰狼队/N;明尼苏达/N;兰/N;获选/N;贾奈特/N;NBA/F;上週/N;球员/N","""<small>职篮 NBA 今天 公佈 上週 东 、 西区 最佳 球员</small> , 克里夫 <u>兰</u><sup>1.768</sup> <u>骑士队</u><sup>4.235</sup> 大 <u>前锋</u><sup>5.46</sup> <u>布瑟</u><sup>7.356</sup> 与 <u>明尼苏达</u><sup>4.535</sup> <u>灰狼队</u><sup>5.659</sup> <span class='target'>前锋</span> <u>贾奈特</u><sup>6.207</sup> 双双 <u>获选</u><sup>2.098</sup> , 成为 <u>上週</u><sup>1.411</sup> <u>NBA</u><sup>3.7</sup> 的 <u>球员</u><sup>3.256</sup> 。 <small>上週 克里 夫兰 骑士队 一共 出赛 三 场 , 拿下</small>""",5.38686613661306,-2.1345466278177,1
"前锋/N/XIN_CMN_20040211_wpr/66066","前锋/N/XIN_CMN_20040211_wpr/66066","前锋","XIN","Mainland","quality","曼联/N;主教/N;失利/V;后防/N;萨哈/N;场/N","""<small>后防 无 大将 选 。 在 上 个 月 转会</small> 窗口 开放 时 , <u>曼联</u><sup>4.072</sup> <u>主教</u><sup>2.728</sup> 练弗格森 只 引进 了 <span class='target'>前锋</span> <u>萨哈</u><sup>6.043</sup> , 但 加强 <u>后防</u><sup>4.914</sup> 力量 。 本 <u>场</u><sup>2.138</sup> <u>失利</u><sup>1.118</sup> <small>曼联 的 卫冕 目标 是 重挫 。 虽然 说上 个</small>""",-1.03537987406369,0.038776212199978,NA
"锋线/N/XIN_CMN_19970722_wpr/28494","锋线/N/XIN_CMN_19970722_wpr/28494","锋线","XIN","Mainland","quality","联赛/N;青年队/N;阿根廷/N;卡/N;老将/N;青年队/N;比赛/N","""<small>是 120万 美元 。 去年 8月 最后 一 次 代表</small> 博卡 <u>青年队</u><sup>3.754</sup> 参加 <u>阿根廷</u><sup>1.363</sup> 全国 <u>联赛</u><sup>2.575</sup> 之后 , 这 位 <span class='target'>锋线</span> <u>老将</u><sup>3.978</sup> 参加 过 正式 <u>比赛</u><sup>2.121</sup> 。 博 <u>卡</u><sup>1.827</sup> <u>青年队</u><sup>3.754</sup> 期间 <small>, 由于 卡尼吉亚 的 妻子 马丽亚娜 居住 意大利 而 愿</small>""",-4.1026993676396,3.24888914855904,NA
"射手/N/XIN_CMN_20020704_wpr/43023","射手/N/XIN_CMN_20020704_wpr/43023","射手","XIN","Mainland","quality","发/N;步枪/N;60/N;卧射/V;决赛/N;7/N;・/F;环/N;马/N;冠军/N;夺得/V","""<small>射手 奥尔 597 环 夺得 冠军 。 男子 50 米</small> 小 口径 <u>步枪</u><sup>4.322</sup> <u>60</u><sup>1.875</sup> <u>发</u><sup>2.713</sup> <u>卧射</u><sup>5.734</sup> <u>决赛</u><sup>1.656</sup> 中 , 美国 <span class='target'>射手</span> <u>马</u><sup>1.466</sup> <u>.</u><sup>1.899</sup> 埃蒙斯 699 <u>.</u><sup>1.899</sup> <u>7</u><sup>1.323</sup> <u>环</u><sup>2.79</sup> <u>夺得</u><sup>2.413</sup> <u>冠军</u><sup>1.737</sup> 。 <small>世界 旅游 组织 秘书长 说 经济 衰退 旅游业 影响 有限</small>""",-6.06535813464306,3.66147653234316,NA
"前锋/N/XIN_CMN_20000224_wpr/39151","前锋/N/XIN_CMN_20000224_wpr/39151","前锋","XIN","Mainland","quality","反攻/N;球队/N;机会/N;阿根廷/N;突入/N;分钟/N;第三十六/N;带/V;越位/V;禁区/N;球/N","""<small>失球 之后 , 这 支 新帅 加列 戈 率领 的</small> <u>阿根廷</u><sup>2.103</sup> 世纪 <u>球队</u><sup>2.323</sup> 利用 一 次 <u>反攻</u><sup>3.498</sup> <u>机会</u><sup>1.972</sup> , 哥伦比亚籍 <span class='target'>前锋</span> <u>第三十六</u><sup>3.007</sup> <u>分钟</u><sup>3.945</sup> 反 <u>越位</u><sup>4.887</sup> 成功 , <u>带</u><sup>1.276</sup> <u>球</u><sup>3.971</sup> <u>突入</u><sup>4.901</sup> <u>禁区</u><sup>4.707</sup> <small>, 小 角度 射门 得分 , 比分 扳平 。 下</small>""",-1.77988274033145,-3.98276752395155,NA
"前锋/N/XIN_CMN_20010415_wpr/52219","前锋/N/XIN_CMN_20010415_wpr/52219","前锋","XIN","Mainland","quality","强/V;分钟/N;开场/V;拜仁慕尼黑队/N;发挥出/V;比赛/N","""<small>04 队 夺回 积分 榜首 位置 而 成为 冠军 的</small> 有力 争夺者 。 今天 的 两 <u>强</u><sup>1.261</sup> 决战 , 双方 <span class='target'>前锋</span> <u>发挥出</u><sup>2.278</sup> 了 水平 。 <u>比赛</u><sup>1.85</sup> <u>开场</u><sup>3.888</sup> 3 <u>分钟</u><sup>3.945</sup> , <u>拜仁慕尼黑队</u><sup>4.192</sup> <small>的 扬克尔 得分 。 但是 桑 德 的 状态 更</small>""",-3.49185432839721,-2.21524647250658,NA
"前锋/N/CNA_CMN_19970501_wpr/20540","前锋/N/CNA_CMN_19970501_wpr/20540","前锋","CNA","Taiwan","quality","大陆队/N;篮/N;中华队/N;钱薇娟/N;战术/N;半/N;场/N","""<small>大陆队 之 战 中 , 中华队 开赛 后 落后 ,</small> <u>大陆队</u><sup>1.272</sup> 长人 郑海霞 <u>篮</u><sup>2.861</sup> 下 不断 取分 , 可是 <u>中华队</u><sup>1.505</sup> <span class='target'>前锋</span> <u>钱薇娟</u><sup>4.427</sup> 发 挥 拦截 <u>战术</u><sup>2.626</sup> 才 上 <u>半</u><sup>1.959</sup> <u>场</u><sup>2.138</sup> 拉远 <small>, 加上 三分球 连 , 上 半 场 结束 时</small>""",2.1083203473541,-4.09398654088772,NA
"前锋/N/XIN_CMN_19960505_wpr/7453","前锋/N/XIN_CMN_19960505_wpr/7453","前锋","XIN","Mainland","quality","分钟/N;松/N;日队/N;比赛/N;进行到/V;点球/N;对方/N;绊倒/V;禁区/N;突破/V","""<small>混战 中 , 一 记 远射 太阳神队 下 一 城</small> 。 当 <u>比赛</u><sup>1.85</sup> <u>进行到</u><sup>4.183</sup> 30 <u>分钟</u><sup>3.945</sup> 时 , <u>松</u><sup>1.478</sup> <u>日队</u><sup>3.231</sup> <span class='target'>前锋</span> <u>对方</u><sup>3.52</sup> <u>禁区</u><sup>4.707</sup> 内 <u>突破</u><sup>1.261</sup> <u>绊倒</u><sup>5.608</sup> 而 获得 <u>点球</u><sup>3.78</sup> , 但 <small>太阳神 队 的 守门员 黄洪涛 判断 准确 , 球 扑</small>""",-2.12917127399397,-4.01741657095292,2
"前锋/N/CNA_CMN_19920129_wpr/31555","前锋/N/CNA_CMN_19920129_wpr/31555","前锋","CNA","Taiwan","quality","节译/V;陈和美/N;论坛报/N","""<small>个 越 太平洋 , 稳住 此 一 战略 三角 关系</small> 的 有 制度 结构 。 ( <u>陈和美</u><sup>5.51</sup> <u>节译</u><sup>5.327</sup> 「 国际 <span class='target'>前锋</span> <u>论坛报</u><sup>5.795</sup> 」 ) 银行 间 成交 八百二十万 美元 远期 外汇 <small>( 中央社 台北 二十九 日 电 ) 中央 银行 统计</small>""",3.98902968312213,5.04807162593111,NA
"射手/N/XIN_CMN_20011113_wpr/77985","射手/N/XIN_CMN_20011113_wpr/77985","射手","XIN","Mainland","quality","瞄准/V;名/N;戈麦斯/N","""<small>阿莫 德和 若昂 ・ 平托3 人形 成 的 攻击 三角</small> , <u>瞄准</u><sup>2.301</sup> 的 是 游移 最 前沿 的 两 <u>名</u><sup>1.126</sup> <span class='target'>射手</span> <u>戈麦斯</u><sup>4.83</sup> 和 保乌莱塔 。 ( 完 ) 纽约 股市 上涨 <small>新华社 纽约 11月 13日 电 塔利班 武装 撤出 阿富汗 首都</small>""",-0.523074387905264,3.5847954889736,NA
