0.011198294,No.,Variety,Item,Causation,CrLocus,CrSynt,CrSem,CrPers,CrDef,CrIntent,ModalVerb,CseModality,CseAdverb,CseAdv,CseNeg,CeSynt,CeSem,CePers,CeDef,CeControl,CeRole,CsedModalVerb,CsedModality,CsedAdverb,CsedAdv,CsedNeg,CrCeCoref,Pred,PredSynt,PredSem,CsedProsody,CsedSemS,CsedSemT,Structure,ClauseType
0.443911158,1077,sg,rang,yes,distant,na,na,3,indef,intent,NA,none,NA,none,no,pron,anim,2,indef,no,expcer,NA,none,NA,none,no,no,????_,intrans,state,pstv,ment,ment,sg,simple
0.91857201,1078,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,yes,pron,anim,2,indef,no,expcer,NA,none,NA,none,no,no,_??_??__,adj,state,neg,ment,ment,sg,simple
0.716895999,1079,sg,rang,yes,distant,pron,anim,1,def,intent,NA,none,NA,none,no,pron,anim,2,def,no,expcer,NA,none,_??_,manner,no,no,????_,trans,state,ntrl,ment,ment,sg,simple
0.424542032,1098,sg,rang,yes,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,anim,2,indef,yes,agent,NA,none,NA,none,no,no,??_,adj,state,pstv,ment,ment,mul,simple
0.515298984,648,sg,ling,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,anim,2,indef,no,befry,NA,none,NA,none,no,no,????_??__,idiom,state,pstv,ment,ment,sg,simple
0.259333273,1100,sg,rang,yes,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,anim,2,indef,yes,befry,NA,none,_??______,manner,no,no,??,intrans,atelic,pstv,phy,phy,sg,simple
0.042357558,1105,sg,rang,yes,adjacent,np,anim,3,indef,unintent,NA,none,___,time,no,pron,anim,3,indef,no,expcer,NA,none,NA,none,no,no,??__,trans,state,pstv,ment,ment,sg,simple
0.265192644,1109,sg,rang,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,anim,3,indef,yes,agent,NA,none,___,manner,no,no,??,intrans,atelic,pstv,phy,phy,mul,simple
0.382194816,1113,sg,rang,yes,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,anim,2,indef,yes,agent,NA,none,NA,none,no,no,??__,trans,telic,ntrl,phy,social,sg,simple
0.174727063,308,sg,shi,yes,distant,np,inanim,3,indef,unintent,NA,none,NA,none,no,pron,anim,2,indef,no,befry,NA,none,___,time,no,no,_,trans,state,pstv,phy,phy,mul,simple
0.885652854,1124,sg,rang,yes,adjacent,np,inanim,3,def,unintent,_,ability,NA,none,no,pron,anim,2,indef,no,theme,NA,none,NA,none,no,no,??___,adj,state,pstv,phy,phy,mul,simple
0.866008806,448,ml,shi,yes,distant,cl,event,3,indef,unintent,NA,none,NA,none,no,pron,inanim,3,def,no,theme,NA,none,NA,none,no,no,??__,trans,state,ntrl,social,social,sg,simple
0.897079829,450,ml,shi,yes,adjacent,vp,event,na,na,unintent,NA,none,??,time,no,pron,anim,3,def,no,patient,NA,none,NA,none,no,no,___,trans,telic,ntrl,social,social,sg,simple
0.809973658,451,ml,shi,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,pron,inanim,3,def,no,expcer,NA,none,NA,none,no,no,????_,adj,state,neg,ment,ment,sg,simple
0.65032999,152,tw,shi,yes,implicit,cl,event,na,na,intent,NA,none,NA,none,no,pron,inanim,3,def,no,theme,NA,none,NA,none,no,no,___,trans,telic,ntrl,phy,phy,sg,simple
0.254908579,461,ml,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,theme,NA,none,????_____,manner,no,no,??_,adj,state,pstv,social,social,sg,simple
0.05732174,471,ml,shi,yes,implicit,na,na,na,na,intent,NA,none,NA,none,no,pron,inanim,3,def,no,theme,NA,none,NA,none,no,no,__??,copula,telic,ntrl,phy,social,sg,simple
0.016285432,380,tw,shi,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,pron,inanim,3,def,no,theme,NA,none,NA,none,no,no,___,copula,telic,ntrl,phy,social,sg,simple
0.597038219,352,sg,shi,yes,adjacent,np,inanim,3,indef,unintent,??___,poss,NA,none,yes,pron,anim,3,def,no,befry,NA,none,NA,none,no,no,_??_,trans,state,pstv,social,social,sg,simple
0.216031398,488,ml,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,patient,NA,none,NA,none,no,no,___,trans,telic,neg,ment,ment,mul,simple
0.367631885,490,ml,shi,yes,implicit,na,anim,3,def,intent,NA,none,NA,none,no,pron,anim,3,def,yes,agent,_,ability,NA,none,no,no,????_,trans,atelic,ntrl,social,social,sg,simple
0.076968074,1237,sg,rang,yes,distant,cl,event,3,indef,intent,NA,none,NA,none,no,pron,anim,3,indef,yes,agent,_??,ability,NA,none,no,no,??_,trans,atelic,ntrl,social,social,sg,simple
0.586654427,491,ml,shi,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,pron,anim,3,def,yes,befry,_??,ability,??????,time,no,no,___,trans,telic,pstv,social,social,sg,simple
0.76126163,361,sg,shi,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,pron,inanim,3,def,no,theme,NA,none,NA,none,no,no,??,adj,state,ntrl,phy,social,sg,simple
0.593683537,381,sg,shi,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,no,befry,NA,none,___,degree,no,no,__????,idiom,telic,neg,phy,social,sg,simple
0.112147257,676,sg,ling,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,??_??,intrans,atelic,pstv,phy,ment,mul,simple
0.208509197,1591,sg,rang,yes,adjacent,np,anim,3,def,intent,NA,none,NA,none,no,pron,anim,3,def,yes,agent,NA,none,NA,none,no,no,??,trans,atelic,ntrl,phy,phy,sg,simple
0.598970195,1607,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,yes,no,_??_,trans,state,ntrl,ment,ment,sg,simple
0.505222522,1609,sg,rang,yes,implicit,cl,event,na,na,unintent,NA,none,NA,none,yes,pron,anim,3,def,no,befry,NA,none,NA,none,no,no,??___??,intrans,telic,pstv,social,social,sg,simple
0.821688358,1612,sg,rang,yes,implicit,na,na,na,na,intent,NA,none,NA,none,no,pron,anim,3,def,yes,expcer,NA,none,??????,manner,no,no,___,trans,state,ntrl,ment,ment,sg,simple
0.444768061,1613,sg,rang,yes,adjacent,np,inanim,3,def,unintent,NA,none,??,range,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,??????,trans,state,ntrl,ment,ment,sg,simple
0.384366955,389,ml,rang,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,no,befry,NA,none,_??,time,no,no,_??_,trans,telic,ntrl,social,social,sg,simple
0.003074069,1691,sg,rang,yes,adjacent,pron,event,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,___,trans,state,ntrl,ment,ment,sg,simple
0.104479201,709,ml,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,theme,NA,none,NA,none,no,yes,__??,copula,telic,ntrl,phy,phy,sg,simple
0.514000665,387,ml,rang,yes,adjacent,np,inanim,3,indef,unintent,NA,none,NA,none,no,pron,anim,3,def,yes,agent,NA,none,NA,none,no,no,_??_,trans,telic,pstv,phy,ment,sg,simple
0.480290135,376,ml,rang,yes,implicit,na,na,na,na,intent,??,nece,NA,none,no,pron,anim,3,def,yes,agent,NA,none,NA,none,no,no,__??,trans,telic,pstv,phy,phy,sg,simple
0.410953195,1616,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,_??__,intrans,state,neg,phy,ment,sg,simple
0.681197199,1621,sg,rang,yes,distant,np,anim,3,indef,intent,NA,none,NA,none,no,pron,anim,3,def,no,befry,NA,none,NA,none,no,no,____,idiom,telic,neg,phy,social,sg,simple
0.995234368,318,tw,ling,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,___,degree,no,no,___,intrans,state,pstv,ment,ment,sg,simple
0.332629699,987,tw,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,yes,agent,NA,none,NA,none,no,no,___????,idiom,atelic,pstv,social,social,sg,simple
0.334285657,1632,sg,rang,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,no,befry,NA,none,NA,none,no,no,_??__,trans,telic,pstv,ment,ment,sg,simple
0.911342243,752,sg,ling,yes,adjacent,np,inanim,3,def,unintent,??,poss,NA,none,no,pron,anim,3,def,no,patient,NA,none,NA,none,no,no,????____,idiom,telic,ntrl,ment,ment,sg,simple
0.215193455,995,tw,rang,yes,distant,cl,event,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,___,trans,state,neg,ment,ment,sg,simple
0.411676164,757,sg,ling,yes,distant,cl,event,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,??____,idiom,telic,neg,ment,ment,mul,simple
0.338295943,760,sg,ling,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,_??_????_,idiom,state,neg,ment,ment,sg,simple
0.871095478,1641,sg,rang,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,___,intrans,telic,ntrl,ment,ment,sg,simple
0.022947055,1643,sg,rang,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,____,trans,telic,ntrl,ment,ment,sg,simple
0.477865643,763,sg,ling,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,___,trans,state,pstv,ment,ment,sg,simple
0.696957588,1000,tw,rang,yes,adjacent,vp,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,___,trans,state,neg,ment,ment,sg,simple
0.986383006,1646,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,____,trans,telic,neg,ment,ment,sg,simple
0.527766192,1647,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,___,trans,telic,ntrl,ment,ment,sg,simple
0.462902588,766,sg,ling,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,_,degree,no,no,??,adj,state,ntrl,phy,ment,sg,simple
0.358991816,767,sg,ling,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,??,adj,state,ntrl,phy,ment,sg,simple
0.290533216,1648,sg,rang,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,no,befry,NA,none,NA,none,no,no,___,trans,telic,ntrl,ment,ment,sg,simple
0.984634775,703,ml,shi,yes,adjacent,np,event,3,indef,unintent,NA,none,NA,none,no,pron,anim,3,def,no,theme,NA,none,NA,none,no,no,__??,copula,telic,neg,social,social,sg,simple
0.964962135,573,sg,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,theme,NA,none,NA,none,no,no,__??,copula,telic,ntrl,phy,social,sg,simple
0.149357514,1005,tw,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,___,degree,no,no,????_,adj,state,neg,ment,ment,sg,simple
0.538604816,1006,tw,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,??____,idiom,state,pstv,ment,ment,sg,simple
0.108726578,1660,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,????_,trans,state,pstv,ment,ment,sg,simple
0.654519623,1012,tw,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,befry,NA,none,NA,none,no,no,??_____,idiom,state,pstv,phy,ment,sg,simple
0.33180868,380,ml,rang,yes,adjacent,np,inanim,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,yes,agent,NA,none,NA,none,no,no,_??_,trans,telic,pstv,phy,phy,sg,simple
0.039874841,1662,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,___,trans,state,pstv,phy,ment,sg,simple
0.326542288,776,sg,ling,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,_??_,time,no,no,___,intrans,telic,neg,phy,ment,mul,simple
0.311766765,1017,tw,rang,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,_??_,trans,telic,ntrl,phy,ment,sg,simple
0.343559265,1027,tw,rang,yes,adjacent,vp,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,befry,NA,none,___,degree,no,no,_??,intrans,telic,neg,phy,phy,mul,simple
0.454260963,704,ml,shi,yes,adjacent,np,inanim,3,def,unintent,NA,none,??,time,no,pron,anim,3,def,no,befry,NA,none,NA,none,no,no,????_,trans,telic,pstv,phy,social,sg,simple
0.913838686,781,sg,ling,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,____,trans,telic,ntrl,ment,ment,sg,simple
0.032833655,1025,tw,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,_??_,time,no,no,_????,intrans,state,ntrl,ment,ment,sg,simple
0.173085044,1673,sg,rang,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,no,befry,NA,none,??__,degree,no,no,_??_,intrans,telic,pstv,phy,ment,sg,simple
0.853340844,1674,sg,rang,yes,adjacent,np,anim,3,indef,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,_??_????_,idiom,state,ntrl,phy,ment,sg,simple
0.496783878,1028,tw,rang,yes,distant,cl,event,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,????_,trans,state,neg,ment,ment,sg,simple
0.904812126,1677,sg,rang,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,??__,trans,state,neg,ment,ment,sg,simple
0.697983581,783,sg,ling,yes,adjacent,np,inanim,3,def,unintent,NA,none,_,degree,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,??__,trans,state,neg,ment,ment,sg,simple
0.07170535,1682,sg,rang,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,pron,anim,3,def,no,befry,NA,none,NA,none,no,yes,????_,trans,telic,pstv,phy,social,sg,simple
0.727207133,1684,sg,rang,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,yes,agent,NA,none,___,time,no,no,??__,intrans,atelic,pstv,phy,social,sg,simple
0.341142024,1033,tw,rang,yes,adjacent,np,event,3,indef,unintent,NA,none,NA,none,no,pron,anim,3,def,no,befry,NA,none,NA,none,no,no,_,trans,atelic,neg,phy,phy,mul,simple
0.190765102,1035,tw,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,_,incl,NA,none,no,no,??,intrans,atelic,ntrl,ment,ment,sg,simple
0.096882767,1689,sg,rang,yes,distant,np,anim,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,no,befry,NA,none,??_,time,no,no,__??,intrans,atelic,neg,phy,phy,sg,simple
0.743499321,637,sg,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,inanim,3,def,no,theme,NA,none,NA,none,no,yes,??__,trans,state,pstv,phy,phy,sg,simple
0.284787277,429,ml,rang,yes,implicit,na,na,na,na,intent,NA,none,NA,none,no,pron,inanim,3,def,no,patient,NA,none,NA,none,no,no,___,intrans,atelic,ntrl,phy,phy,sg,simple
0.852240975,1880,sg,rang,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,pron,inanim,3,def,yes,agent,_,ability,_,manner,no,no,????_,trans,telic,ntrl,phy,phy,sg,simple
0.547776275,1881,sg,rang,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,pron,anim,3,indef,no,befry,NA,none,NA,none,no,no,_??_,trans,state,pstv,social,social,sg,simple
0.758038778,639,sg,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,indef,yes,agent,NA,none,NA,none,no,yes,??__,trans,atelic,pstv,social,social,sg,simple
0.920837931,1886,sg,rang,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,pron,anim,3,indef,yes,agent,NA,none,_??____,manner,no,no,___,trans,telic,pstv,phy,social,sg,simple
0.556368381,1851,sg,rang,yes,adjacent,pron,anim,1,def,intent,NA,none,NA,none,no,pron,inanim,3,def,no,theme,NA,none,NA,none,no,no,??__??,copula,state,ntrl,social,social,sg,simple
0.460411417,799,sg,ling,yes,distant,cl,event,3,indef,unintent,_,ability,NA,none,no,pron,inanim,3,def,no,patient,NA,none,NA,none,no,no,_,intrans,telic,ntrl,social,social,sg,simple
0.797472517,1106,tw,rang,yes,distant,na,na,3,def,intent,NA,none,NA,none,no,pron,anim,3,def,yes,agent,NA,none,NA,none,no,no,___,intrans,telic,ntrl,phy,social,sg,simple
0.791726331,427,ml,rang,yes,implicit,na,na,na,na,intent,NA,none,NA,none,no,pron,anim,3,indef,yes,agent,NA,none,NA,none,no,no,??,trans,atelic,ntrl,phy,phy,sg,simple
0.230713835,608,sg,shi,yes,distant,cl,event,3,indef,intent,NA,none,NA,none,no,pron,inanim,3,def,no,patient,NA,none,_??_,time,no,no,_??____,intrans,telic,ntrl,phy,phy,sg,simple
0.94325331,611,sg,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,theme,NA,none,NA,none,no,yes,__??,copula,telic,ntrl,phy,social,sg,simple
0.080101021,1864,sg,rang,yes,distant,cl,event,2,indef,intent,NA,none,NA,none,no,pron,inanim,3,indef,no,theme,NA,none,NA,none,no,no,__??,copula,telic,ntrl,social,social,sg,simple
0.325709121,614,sg,shi,yes,distant,np,anim,3,indef,intent,NA,none,NA,none,no,pron,inanim,3,def,no,theme,NA,none,NA,none,no,no,__??,copula,telic,pstv,phy,social,sg,simple
0.006324558,1869,sg,rang,yes,implicit,na,na,na,na,intent,NA,none,NA,none,no,pron,inanim,3,def,no,theme,NA,none,NA,none,no,no,????,trans,state,ntrl,phy,phy,sg,simple
0.299296439,1870,sg,rang,yes,adjacent,np,inanim,3,indef,unintent,NA,none,NA,none,no,pron,inanim,3,def,no,theme,NA,none,_????_,manner,no,no,??__,intrans,atelic,ntrl,phy,social,sg,simple
0.155223223,622,sg,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,__??,trans,telic,ntrl,phy,ment,sg,simple
0.413041186,626,sg,shi,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,no,theme,NA,none,NA,none,no,no,____,copula,state,pstv,phy,social,sg,simple
0.975753195,627,sg,shi,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,inanim,3,def,no,theme,NA,none,NA,none,no,yes,___,copula,state,ntrl,phy,phy,sg,simple
0.91701863,724,ml,shi,yes,adjacent,np,inanim,3,indef,unintent,NA,none,??,time,no,pron,inanim,3,def,no,patient,NA,none,__,manner,no,no,??__,intrans,atelic,ntrl,phy,social,mul,simple
0.918819922,726,sg,shi,yes,adjacent,pron,event,3,def,unintent,NA,none,NA,none,no,pron,anim,3,def,no,agent,??__??,nece,NA,none,no,no,??___,intrans,telic,ntrl,phy,social,mul,simple
0.460407956,863,sg,ling,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,anim,2,indef,no,expcer,NA,none,NA,none,no,no,_??_,intrans,atelic,pstv,ment,ment,sg,simple
0.031146708,2165,sg,rang,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,pron,anim,1,def,yes,agent,NA,none,??__,manner,no,no,___,trans,state,pstv,phy,ment,sg,simple
0.309689264,2168,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,1,def,no,befry,NA,none,??_,time,no,no,??_,trans,atelic,pstv,ment,ment,sg,simple
0.668068392,749,sg,shi,yes,distant,pron,anim,3,def,unintent,NA,none,NA,none,no,pron,anim,1,def,no,expcer,??__,poss,NA,none,yes,no,??_,trans,telic,neg,ment,ment,sg,simple
0.590482806,800,sg,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,1,def,no,agent,___,ability,NA,none,yes,no,_??_,trans,telic,neg,phy,phy,sg,simple
0.562807601,912,sg,ling,yes,adjacent,pron,event,3,def,unintent,??,poss,NA,none,no,pron,anim,1,def,no,agent,_??,ability,NA,none,yes,no,??__,intrans,telic,neg,phy,social,sg,simple
0.595788817,2350,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,1,def,yes,expcer,NA,none,NA,none,no,no,??_,trans,atelic,pstv,ment,ment,sg,simple
0.986054255,2351,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,1,def,no,befry,NA,none,??_??,time,no,no,_,trans,telic,pstv,social,social,sg,simple
0.418173044,2352,sg,rang,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,pron,anim,1,def,no,expcer,NA,none,NA,none,no,no,___,trans,telic,ntrl,phy,ment,sg,simple
0.524479874,513,ml,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,_,degree,no,pron,anim,3,def,yes,expcer,NA,none,NA,none,no,no,_????,intrans,state,ntrl,social,social,sg,simple
0.061033227,2369,sg,rang,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,yes,pron,anim,1,def,no,expcer,NA,none,??_,manner,no,no,__??,trans,telic,ntrl,ment,ment,sg,simple
0.159911076,867,ml,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,1,def,no,expcer,NA,none,NA,none,no,no,__????,trans,atelic,pstv,phy,ment,sg,simple
0.889544267,2170,sg,rang,yes,adjacent,np,anim,3,def,intent,NA,none,??__??????_,oth,no,pron,anim,1,def,no,patient,NA,none,NA,none,no,no,_??_,trans,telic,neg,phy,social,sg,simple
0.439945513,2372,sg,rang,yes,distant,np,anim,3,indef,intent,NA,none,NA,none,no,pron,anim,1,def,yes,agent,NA,none,___,time,no,no,___,trans,telic,ntrl,social,social,sg,simple
0.53377325,803,sg,shi,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,anim,1,def,no,expcer,NA,none,NA,none,no,no,____??_,idiom,state,pstv,ment,ment,sg,simple
0.440032039,2374,sg,rang,yes,distant,np,anim,3,indef,unintent,NA,none,NA,none,no,pron,anim,1,def,no,agent,_??,ability,??__,time,no,no,_??,intrans,telic,ntrl,phy,phy,sg,simple
0.954489427,2378,sg,rang,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,pron,anim,1,indef,yes,agent,_??,ability,NA,none,no,no,___,trans,telic,pstv,phy,phy,sg,simple
0.199821288,2390,sg,rang,yes,distant,np,event,3,indef,unintent,NA,none,NA,none,no,pron,anim,1,indef,no,befry,NA,none,NA,none,no,no,_,trans,telic,pstv,phy,ment,sg,simple
0.188838426,806,sg,shi,yes,adjacent,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,1,def,no,expcer,NA,none,NA,none,no,no,??_??,trans,atelic,pstv,ment,ment,sg,simple
0.609030502,519,ml,rang,yes,adjacent,np,inanim,na,na,unintent,NA,none,NA,none,no,pron,anim,3,def,no,expcer,NA,none,NA,none,no,no,___,trans,state,pstv,ment,ment,sg,simple
0.852387993,2406,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,1,def,no,expcer,NA,none,NA,none,no,no,___,trans,state,pstv,ment,ment,sg,simple
0.576766826,810,sg,shi,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,pron,anim,1,def,no,expcer,NA,none,NA,none,no,no,___,trans,state,pstv,ment,ment,sg,simple
0.085336366,811,sg,shi,yes,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,anim,1,def,no,befry,NA,none,NA,none,no,no,___,intrans,telic,pstv,social,social,sg,simple
0.105432548,2426,sg,rang,yes,adjacent,np,event,3,def,unintent,NA,none,??,range,no,pron,anim,1,def,no,expcer,NA,none,_,degree,no,no,__,trans,state,ntrl,ment,ment,sg,simple
0.338281308,2434,sg,rang,yes,distant,cl,event,3,indef,unintent,NA,none,NA,none,no,pron,anim,1,def,no,expcer,NA,none,NA,none,no,no,_,trans,state,pstv,ment,ment,sg,simple
0.715169844,2436,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,1,def,no,expcer,NA,none,NA,none,no,no,_,trans,telic,pstv,phy,ment,sg,simple
0.057233011,858,ml,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,1,def,no,expcer,NA,none,????_,degree,no,no,____,trans,telic,pstv,ment,ment,sg,simple
0.569553653,2440,sg,rang,yes,adjacent,np,inanim,3,indef,unintent,NA,none,NA,none,no,pron,anim,1,def,no,expcer,NA,none,NA,none,no,no,______,adj,state,pstv,phy,ment,sg,simple
0.757643734,527,ml,rang,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,pron,anim,1,def,no,expcer,NA,none,NA,none,no,no,___,trans,telic,pstv,phy,social,sg,simple
0.821179204,876,ml,shi,yes,adjacent,np,inanim,3,indef,unintent,NA,none,NA,none,no,pron,anim,1,def,no,expcer,NA,none,_??_????,manner,no,no,_,intrans,atelic,pstv,social,social,sg,simple
0.304712893,826,sg,shi,yes,adjacent,np,inanim,3,def,unintent,NA,none,??,range,no,pron,anim,1,def,yes,agent,_??,ability,NA,none,no,no,___,intrans,atelic,pstv,social,social,sg,simple
0.891044676,2464,sg,rang,yes,distant,cl,event,3,indef,unintent,NA,none,NA,none,no,pron,anim,3,def,yes,expcer,_,ability,_??_????,degree,no,no,??_??,trans,telic,pstv,ment,ment,mul,simple
0.024084165,871,sg,ling,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,pron,anim,1,indef,no,expcer,NA,none,NA,none,no,no,????_,intrans,state,pstv,ment,ment,sg,simple
0.806940693,1288,tw,rang,yes,adjacent,np,inanim,3,indef,unintent,NA,none,NA,none,no,pron,anim,1,def,yes,expcer,NA,none,NA,none,no,no,??_??_??_,idiom,state,pstv,ment,social,sg,simple
0.196383267,1290,tw,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,pron,anim,1,def,yes,agent,NA,none,__,time,no,no,_??_,trans,atelic,pstv,social,social,mul,simple
