"id","x","y","variant","corpus","year","text","text_ppmi","lect","cp","pinyin","variant_py"
"轨道/Na/CNA_CMN_20001231_wpr/94814",0.101113032904091,-0.0307129186638303,"轨道","CNA",2000,"来临/VA ,/COMMACATEGORY<br>中共/Nb 开始/VH 研究/VC 制造/Na<br>新一代/A/2.148 与/Caa 太阳/Na/4.661<br>同步/VH/5.211 <b>轨道/Na</b><br>的/DE 风云/Na/3.862 三/Neu<br>号/Nf/2.742 卫星/Na/4.993<br>,/COMMACATEGORY 预定/VE/3.996<br>在/P 二00四年/Na 底/Ng","来临/VA ,/COMMACATEGORY<br>中共/Nb 开始/VH 研究/VC 制造/Na<br>新一代/A/2.148 与/Caa 太阳/Na/4.661<br>同步/VH/5.211 <b>轨道/Na</b><br>的/DE 风云/Na/3.862 三/Neu<br>号/Nf/2.742 卫星/Na/4.993<br>,/COMMACATEGORY 预定/VE/3.996<br>在/P 二00四年/Na 底/Ng","TW","railway_04048075-n","ɡuǐ_dǎo","轨道ɡuǐ_dǎo"
"铁路/Na/XIN_CMN_20030604_wpr/58961",-0.0042367109990296,-0.00257336918970735,"铁路","XIN",2003,"。/PERIODCATEGORY 西班牙/Nc<br>铁路/Na/4.163 系统/Na/2.025<br>设施/Na/1.411 陈旧/VH/1.913<br>,/COMMACATEGORY 管理/VC<br>混乱/VH/1.632 ,/COMMACATEGORY<br><b>铁路/Na</b> 交通/Na/3.069<br>事故/Na/2.264 频频/VH 发生/VJ<br>。/PERIODCATEGORY 今/ND<br>年/Nf 1月/Nd 以来/Ng ,/COMMACATEGORY","。/PERIODCATEGORY 西班牙/Nc<br>铁路/Na/4.163 系统/Na/2.025<br>设施/Na/1.411 陈旧/VH/1.913<br>,/COMMACATEGORY 管理/VC<br>混乱/VH/1.632 ,/COMMACATEGORY<br><b>铁路/Na</b> 交通/Na/3.069<br>事故/Na/2.264 频频/VH 发生/VJ<br>。/PERIODCATEGORY 今/ND<br>年/Nf 1月/Nd 以来/Ng ,/COMMACATEGORY","ML","railway_04048075-n","tiě_lù","铁路tiě_lù"
"铁路/Na/XIN_CMN_20030929_wpr/15289",-0.0241254187389155,-0.00448169784527876,"铁路","XIN",2003,"发言人/Na 表示/VE ,/COMMACATEGORY<br>严禁/VE 任何/Neqa 人/Na 以/P<br>任何/Neqa 理由堵/Na/7.298<br>塞/VC/1.142 <b>铁路/Na</b><br>、/PAUSECATEGORY 拦截/Nv/4.759<br>列车/Na/3.562 ,/COMMACATEGORY<br>破坏/VC 正常/VH/1.078 的/DE<br>铁路/Na/4.163 运输/VC/4.523<br>秩序/Na/1.504","发言人/Na 表示/VE ,/COMMACATEGORY<br>严禁/VE 任何/Neqa 人/Na 以/P<br>任何/Neqa 理由堵/Na/7.298<br>塞/VC/1.142 <b>铁路/Na</b><br>、/PAUSECATEGORY 拦截/Nv/4.759<br>列车/Na/3.562 ,/COMMACATEGORY<br>破坏/VC 正常/VH/1.078 的/DE<br>铁路/Na/4.163 运输/VC/4.523<br>秩序/Na/1.504","ML","railway_04048075-n","tiě_lù","铁路tiě_lù"
"轨道/Na/XIN_CMN_20030505_wpr/63853",0.106734011230698,-0.0674014488129579,"轨道","XIN",2003,"俄美/Nb 两/Neu 国/Nc 应/D<br>于/P 1994年/Nd 向/P 火星/Na/5.265<br>发射/VC/4.007 “/PARENTHESISCATEGORY<br><b>轨道/Na</b> 空/VHC/1.427<br>间/Ncd/1.792 站/VA/2.311<br>”/PARENTHESISCATEGORY<br>,/COMMACATEGORY 对/P 火星/Na/5.265<br>进行/VC 探测/VC/3.815 。/PERIODCATEGORY","俄美/Nb 两/Neu 国/Nc 应/D<br>于/P 1994年/Nd 向/P 火星/Na/5.265<br>发射/VC/4.007 “/PARENTHESISCATEGORY<br><b>轨道/Na</b> 空/VHC/1.427<br>间/Ncd/1.792 站/VA/2.311<br>”/PARENTHESISCATEGORY<br>,/COMMACATEGORY 对/P 火星/Na/5.265<br>进行/VC 探测/VC/3.815 。/PERIODCATEGORY","ML","railway_04048075-n","ɡuǐ_dǎo","轨道ɡuǐ_dǎo"
"铁路/Na/XIN_CMN_20001116_wpr/70265",-0.158161196757288,-0.0952722306646609,"铁路","XIN",2000,",/COMMACATEGORY 是/SHI<br>甘肃/Nc/1.537 的/DE “/PARENTHESISCATEGORY<br>东大门/Na ”/PARENTHESISCATEGORY<br>和/Caa 陇/Nc/5.616 海/Na/1.749<br><b>铁路/Na</b> 的/DE 必/D<br>经/P 之/Nh 地/DE ,/COMMACATEGORY<br>自古/D 就是/SHI 陇/Nc/5.616<br>东南/Ncd",",/COMMACATEGORY 是/SHI<br>甘肃/Nc/1.537 的/DE “/PARENTHESISCATEGORY<br>东大门/Na ”/PARENTHESISCATEGORY<br>和/Caa 陇/Nc/5.616 海/Na/1.749<br><b>铁路/Na</b> 的/DE 必/D<br>经/P 之/Nh 地/DE ,/COMMACATEGORY<br>自古/D 就是/SHI 陇/Nc/5.616<br>东南/Ncd","ML","railway_04048075-n","tiě_lù","铁路tiě_lù"
"轨道/Na/XIN_CMN_20030426_wpr/208",0.0691595416064828,-0.0532562630303174,"轨道","XIN",2003,"公/Na/1.398 里/Ncd ,/COMMACATEGORY<br>近/Nes 地点/Na/1.064 距离/P/3.924<br>地面/Nc/4.013 200/Neu/1.631<br>公里/Nf/3.019 ,/COMMACATEGORY<br><b>轨道/Na</b> 倾角/Na/6.821<br>为/VG 51.67/Neu/7.919<br>度/Nf ,/COMMACATEGORY<br>飞船/Na/4.790 围绕/Nv 地球/Na/5.426<br>一/Neu 圈/Nf/2.377","公/Na/1.398 里/Ncd ,/COMMACATEGORY<br>近/Nes 地点/Na/1.064 距离/P/3.924<br>地面/Nc/4.013 200/Neu/1.631<br>公里/Nf/3.019 ,/COMMACATEGORY<br><b>轨道/Na</b> 倾角/Na/6.821<br>为/VG 51.67/Neu/7.919<br>度/Nf ,/COMMACATEGORY<br>飞船/Na/4.790 围绕/Nv 地球/Na/5.426<br>一/Neu 圈/Nf/2.377","ML","railway_04048075-n","ɡuǐ_dǎo","轨道ɡuǐ_dǎo"
"轨道/Na/ZBN_CMN_20030718_wpr/95048",0.0341561907964023,-0.105168746669553,"轨道","ZBN",2003,"调查/Nv 小组/Na 对/P 全/Nb<br>岛/Na 所有/Nv 靠近/Nv/4.700<br>马路/Na/2.893 的/DE 地铁/Na/4.446<br><b>轨道/Na</b> 进行/VC 安全/Na<br>评估/Nv/1.242 后/Ng ，/COMMACATEGORY<br>确定/VK 它/Nh/1.041 们/Na<br>全/Nb 都/D","调查/Nv 小组/Na 对/P 全/Nb<br>岛/Na 所有/Nv 靠近/Nv/4.700<br>马路/Na/2.893 的/DE 地铁/Na/4.446<br><b>轨道/Na</b> 进行/VC 安全/Na<br>评估/Nv/1.242 后/Ng ，/COMMACATEGORY<br>确定/VK 它/Nh/1.041 们/Na<br>全/Nb 都/D","SG","railway_04048075-n","ɡuǐ_dǎo","轨道ɡuǐ_dǎo"
"轨道/Na/XIN_CMN_20010119_wpr/50991",0.107352429877068,-0.034245425812576,"轨道","XIN",2001,"飞船/Na/4.790 将/D 通/VC<br>过/Di 自身/Nh 动力/Na/2.012<br>降低/Nv 空间站/Nc/4.387 的/DE<br>飞行/Nv/3.895 <b>轨道/Na</b><br>。/PERIODCATEGORY 今年/Nd<br>3月/Nd/1.233 6日/Nd/1.010<br>“/PARENTHESISCATEGORY<br>和平/VH/2.910 ”/PARENTHESISCATEGORY<br>号/Nf/2.742 将/D 坠入/VC","飞船/Na/4.790 将/D 通/VC<br>过/Di 自身/Nh 动力/Na/2.012<br>降低/Nv 空间站/Nc/4.387 的/DE<br>飞行/Nv/3.895 <b>轨道/Na</b><br>。/PERIODCATEGORY 今年/Nd<br>3月/Nd/1.233 6日/Nd/1.010<br>“/PARENTHESISCATEGORY<br>和平/VH/2.910 ”/PARENTHESISCATEGORY<br>号/Nf/2.742 将/D 坠入/VC","ML","railway_04048075-n","ɡuǐ_dǎo","轨道ɡuǐ_dǎo"
"铁路/Na/ZBN_CMN_20030919_wpr/46031",-0.156344360850639,-0.146304087423198,"铁路","ZBN",2003,"钟楼/Na ，/COMMACATEGORY<br>更/Dfa 是/SHI 历史/Na 建筑物/Na<br>。/PERIODCATEGORY 早年/Nd<br>香港/Nc 的/DE <b>铁路/Na</b><br>车站/Nc/3.243 ，/COMMACATEGORY<br>就/D 设/VC 在/P 钟楼/Na 的/DE<br>位置/Na 上/Ncd 。/PERIODCATEGORY","钟楼/Na ，/COMMACATEGORY<br>更/Dfa 是/SHI 历史/Na 建筑物/Na<br>。/PERIODCATEGORY 早年/Nd<br>香港/Nc 的/DE <b>铁路/Na</b><br>车站/Nc/3.243 ，/COMMACATEGORY<br>就/D 设/VC 在/P 钟楼/Na 的/DE<br>位置/Na 上/Ncd 。/PERIODCATEGORY","SG","railway_04048075-n","tiě_lù","铁路tiě_lù"
"轨道/Na/XIN_CMN_20030809_wpr/16714",0.0593386502763926,-0.0452136713166895,"轨道","XIN",2003,"科学/Na 实验/Na 卫星/Na/4.993<br>发射/VC/4.007 到/P 距/P/2.568<br>地面/Nc/4.013 700/Neu/3.397<br>公里/Nf/3.019 的/DE <b>轨道/Na</b><br>。/PERIODCATEGORY 兴建/Nv/2.037<br>外罗老岛/Nc/6.245 航天/Na/2.960<br>中心/Nc ,/COMMACATEGORY<br>则/D 是/SHI 韩国/Nc 努力/VH","科学/Na 实验/Na 卫星/Na/4.993<br>发射/VC/4.007 到/P 距/P/2.568<br>地面/Nc/4.013 700/Neu/3.397<br>公里/Nf/3.019 的/DE <b>轨道/Na</b><br>。/PERIODCATEGORY 兴建/Nv/2.037<br>外罗老岛/Nc/6.245 航天/Na/2.960<br>中心/Nc ,/COMMACATEGORY<br>则/D 是/SHI 韩国/Nc 努力/VH","ML","railway_04048075-n","ɡuǐ_dǎo","轨道ɡuǐ_dǎo"
"铁路/Na/XIN_CMN_20030911_wpr/4725",-0.0649770698007739,0.126756069089443,"铁路","XIN",2003,"31/Neu 个/Nf 省/Nc 、/PAUSECATEGORY<br>自治区/Nc 、/PAUSECATEGORY<br>直辖市/Na/1.359 总工会/Nc/2.538<br>和/Caa 全国/Nc/1.847 <b>铁路/Na</b><br>、/PAUSECATEGORY 民航/Na/4.616<br>、/PAUSECATEGORY 金融/Na<br>,/COMMACATEGORY 以及/Caa<br>中/Ncd 直/D 机关/Na 、/PAUSECATEGORY","31/Neu 个/Nf 省/Nc 、/PAUSECATEGORY<br>自治区/Nc 、/PAUSECATEGORY<br>直辖市/Na/1.359 总工会/Nc/2.538<br>和/Caa 全国/Nc/1.847 <b>铁路/Na</b><br>、/PAUSECATEGORY 民航/Na/4.616<br>、/PAUSECATEGORY 金融/Na<br>,/COMMACATEGORY 以及/Caa<br>中/Ncd 直/D 机关/Na 、/PAUSECATEGORY","ML","railway_04048075-n","tiě_lù","铁路tiě_lù"
"铁路/Na/XIN_CMN_20030828_wpr/3614",0.00781421961231745,-0.0367264111254989,"铁路","XIN",2003,"世界/Nc 上/Ncd 海拔/Na/1.857<br>最/Dfa 高/VH 、/PAUSECATEGORY<br>线路/Na/3.180 最/Dfa 长/VH/1.111<br>的/DE <b>铁路/Na</b> 。/PERIODCATEGORY<br>据/P 国家/Na 环保/Na/1.659<br>总局/Nc/1.160 监督/Na 管理/Na<br>司/VC 司长/Na 祝兴祥介/Nb/7.298","世界/Nc 上/Ncd 海拔/Na/1.857<br>最/Dfa 高/VH 、/PAUSECATEGORY<br>线路/Na/3.180 最/Dfa 长/VH/1.111<br>的/DE <b>铁路/Na</b> 。/PERIODCATEGORY<br>据/P 国家/Na 环保/Na/1.659<br>总局/Nc/1.160 监督/Na 管理/Na<br>司/VC 司长/Na 祝兴祥介/Nb/7.298","ML","railway_04048075-n","tiě_lù","铁路tiě_lù"
"铁路/Na/XIN_CMN_20030929_wpr/16690",-0.16942706765763,0.0254015854467921,"铁路","XIN",2003,",/COMMACATEGORY 最/Dfa<br>大限/Na 度/Nf 地/DE 减少/Nv<br>乘客/Na 滞留/VA/1.505 。/PERIODCATEGORY<br>北京/Nc <b>铁路/Na</b> 分局/Nc/4.584<br>增开/VC/4.813 临客/Na/4.525<br>33/Neu 列/Nf/1.871 ,/COMMACATEGORY<br>调拨/VC 车皮/Na/4.946 增开/VC/4.813<br>6/Neu",",/COMMACATEGORY 最/Dfa<br>大限/Na 度/Nf 地/DE 减少/Nv<br>乘客/Na 滞留/VA/1.505 。/PERIODCATEGORY<br>北京/Nc <b>铁路/Na</b> 分局/Nc/4.584<br>增开/VC/4.813 临客/Na/4.525<br>33/Neu 列/Nf/1.871 ,/COMMACATEGORY<br>调拨/VC 车皮/Na/4.946 增开/VC/4.813<br>6/Neu","ML","railway_04048075-n","tiě_lù","铁路tiě_lù"
"铁路/Na/CNA_CMN_20010103_wpr/116216",-0.10432168234136,-0.0342343522353285,"铁路","CNA",2001,"上/Ncd 和/Caa 观/VC 众/A<br>一起/D 过年/VA 了/Di 。/PERIODCATEGORY<br>900103/Neu/1.822 北回/Na/7.153<br><b>铁路/Na</b> 观光/Nv/2.152<br>列车/Na/3.562 协商/Nv 后/Ng<br>订/VC 于/P 二月/Nd 一日/Nd<br>发车/VA (/PARENTHESISCATEGORY","上/Ncd 和/Caa 观/VC 众/A<br>一起/D 过年/VA 了/Di 。/PERIODCATEGORY<br>900103/Neu/1.822 北回/Na/7.153<br><b>铁路/Na</b> 观光/Nv/2.152<br>列车/Na/3.562 协商/Nv 后/Ng<br>订/VC 于/P 二月/Nd 一日/Nd<br>发车/VA (/PARENTHESISCATEGORY","TW","railway_04048075-n","tiě_lù","铁路tiě_lù"
"铁路/Na/CNA_CMN_20001031_wpr/68679",-0.0373773579428309,0.15544680522247,"铁路","CNA",2000,",/COMMACATEGORY 美国/Nc<br>总统/Na 柯林顿/Nb 可能/D 会/D<br>访问/VC 平壤/Nc/1.187 。/PERIODCATEGORY<br>891031/Neu <b>铁路/Na</b><br>工会/Nc/2.473 暂不/D/1.358<br>到/VCL 交通部/Nc/2.149 静坐/VA/2.974<br>未来/Nd 视/P 状况/Na 定/VC<br>︵/FW",",/COMMACATEGORY 美国/Nc<br>总统/Na 柯林顿/Nb 可能/D 会/D<br>访问/VC 平壤/Nc/1.187 。/PERIODCATEGORY<br>891031/Neu <b>铁路/Na</b><br>工会/Nc/2.473 暂不/D/1.358<br>到/VCL 交通部/Nc/2.149 静坐/VA/2.974<br>未来/Nd 视/P 状况/Na 定/VC<br>︵/FW","TW","railway_04048075-n","tiě_lù","铁路tiě_lù"
"铁路/Na/XIN_CMN_20030415_wpr/45800",-0.271302235162594,0.109145044726513,"铁路","XIN",2003,"了/Di 卫/Na 生/VC 清扫/VC<br>和/Caa 通风/VH 。/PERIODCATEGORY<br>为了/P 切实/VH 做好/VC <b>铁路/Na</b><br>防治/VC “/PARENTHESISCATEGORY<br>非典/Na ”/PARENTHESISCATEGORY<br>工作/Na ,/COMMACATEGORY<br>铁道部/Nc/4.317 成立/VC 了/Di<br>由/P","了/Di 卫/Na 生/VC 清扫/VC<br>和/Caa 通风/VH 。/PERIODCATEGORY<br>为了/P 切实/VH 做好/VC <b>铁路/Na</b><br>防治/VC “/PARENTHESISCATEGORY<br>非典/Na ”/PARENTHESISCATEGORY<br>工作/Na ,/COMMACATEGORY<br>铁道部/Nc/4.317 成立/VC 了/Di<br>由/P","ML","railway_04048075-n","tiě_lù","铁路tiě_lù"
"铁路/Na/XIN_CMN_20030629_wpr/20967",-0.0545301131371005,-0.00582828402069294,"铁路","XIN",2003,"据/P 介/VJ 绍/Nc/1.319 ,/COMMACATEGORY<br>目前/Nd 朱亭/Nb/5.101 至/Caa/1.299<br>平山塘/Na/5.911 段/Nc/3.650<br>的/DE <b>铁路/Na</b> 只是/D<br>达到/VJ 铁路/Na/4.163 部门/Na/2.444<br>规定/Na 的/DE 临时/D 顺通/VH<br>标准/Na ,/COMMACATEGORY","据/P 介/VJ 绍/Nc/1.319 ,/COMMACATEGORY<br>目前/Nd 朱亭/Nb/5.101 至/Caa/1.299<br>平山塘/Na/5.911 段/Nc/3.650<br>的/DE <b>铁路/Na</b> 只是/D<br>达到/VJ 铁路/Na/4.163 部门/Na/2.444<br>规定/Na 的/DE 临时/D 顺通/VH<br>标准/Na ,/COMMACATEGORY","ML","railway_04048075-n","tiě_lù","铁路tiě_lù"
"铁路/Na/XIN_CMN_20001214_wpr/63548",-0.0779213056767163,0.0564395139958466,"铁路","XIN",2000,"和/Caa 春节/Nd/1.793 连/D/1.997<br>在一起/VH ,/COMMACATEGORY<br>致使/VL/1.987 客流/Na/4.741<br>集中/VC 在一起/VH ,/COMMACATEGORY<br><b>铁路/Na</b> 春运/Na/4.800<br>客流/Na/4.741 高峰/Nb/3.035<br>峰值/Na/3.469 将/D 高于/VJ<br>往年/Nd 。/PERIODCATEGORY<br>铁道部/Nc/4.317 确定/Nv","和/Caa 春节/Nd/1.793 连/D/1.997<br>在一起/VH ,/COMMACATEGORY<br>致使/VL/1.987 客流/Na/4.741<br>集中/VC 在一起/VH ,/COMMACATEGORY<br><b>铁路/Na</b> 春运/Na/4.800<br>客流/Na/4.741 高峰/Nb/3.035<br>峰值/Na/3.469 将/D 高于/VJ<br>往年/Nd 。/PERIODCATEGORY<br>铁道部/Nc/4.317 确定/Nv","ML","railway_04048075-n","tiě_lù","铁路tiě_lù"
